"","Solyc10g084340","Solyc02g085190","Solyc02g093280","Solyc10g079750","Solyc05g051060","Solyc06g065630","Solyc06g083860","Solyc04g080780","Solyc07g064990","Solyc07g061730","Solyc03g082430","Solyc07g041640","Solyc10g083510","Solyc08g075950","Solyc03g043770","Solyc06g074730","Solyc07g061720","Solyc02g092070","Solyc10g080880","Solyc10g078370","Solyc01g091010","Solyc02g092050","Solyc04g009820","Solyc03g114940","Solyc11g006230","Solyc04g077510","Solyc04g081240","Solyc04g077490","Solyc03g112750","Solyc08g076850","Solyc09g074430","Solyc12g014500","Solyc05g009380","Solyc01g058030","Solyc06g072480","Solyc02g081120","Solyc09g090180","Solyc02g069510","Solyc04g040220","Solyc09g025280","Solyc06g059730","Solyc07g062840","Solyc10g079460","Solyc10g008000","Solyc11g073110","Solyc12g056450","Solyc02g091310","Solyc09g075210","Solyc03g119310","Solyc04g005790","Solyc04g049920","Solyc10g049740","Solyc06g048820","Solyc09g091550","Solyc05g046320","Solyc04g025930","Solyc06g069290","Solyc10g079590","Solyc06g082560","Solyc02g050210","Solyc05g005600","Solyc08g076990","Solyc05g014730","Solyc02g094100","Solyc02g084900","Solyc11g066360","Solyc09g098420","Solyc10g055560","Solyc01g105520","Solyc07g055100","Solyc09g065670","Solyc01g108170","Solyc03g095310","Solyc10g080070","Solyc03g113450","Solyc02g090490","Solyc07g042000","Solyc03g007970","Solyc08g014330","Solyc07g066180","Solyc12g009050","Solyc03g006800","Solyc01g100600","Solyc03g059190","Solyc11g065630","Solyc09g091400","Solyc08g079060","Solyc01g080910","Solyc01g095530","Solyc08g042030","Solyc03g006590","Solyc06g054490","Solyc02g069840","Solyc08g065820","Solyc09g061280","Solyc07g065920","Solyc12g006860","Solyc11g010340","Solyc12g014110","Solyc02g069390","Solyc09g005880","Solyc01g111610","Solyc06g051540","Solyc07g007920","Solyc01g088380","Solyc04g008480","Solyc04g080970","Solyc01g080900","Solyc12g019560","Solyc03g031620","Solyc02g067440","Solyc08g078890","Solyc11g012130","Solyc12g014430","Solyc01g091000","Solyc07g062100","Solyc01g105450","Solyc11g032050","Solyc01g066610","Solyc02g067580","Solyc05g010010","Solyc11g027790","Solyc09g090400","Solyc04g017650","Solyc02g065480","Solyc03g007800","Solyc08g083270","Solyc04g078770","Solyc03g121850","Solyc04g011540","Solyc02g077840","Solyc05g051460","Solyc02g068510","Solyc11g010570","Solyc03g031910","Solyc12g013820","Solyc01g098240","Solyc10g054910","Solyc10g007830","Solyc10g047540","Solyc11g073200","Solyc09g091880","Solyc08g078470","Solyc01g091040","Solyc09g092320","Solyc06g066750","Solyc05g006160","Solyc03g112590","Solyc01g096280","Solyc03g113720","Solyc01g087140","Solyc01g098190","Solyc04g051280","Solyc02g090220","Solyc00g009090","Solyc02g067680","Solyc06g060320","Solyc06g048450","Solyc06g074390","Solyc01g009770","Solyc03g098710","Solyc02g079510","Solyc09g091370","Solyc10g078700","Solyc12g044920","Solyc05g050130","Solyc03g113910","Solyc01g098320","Solyc02g092820","Solyc01g007200","Solyc08g080720","Solyc02g065290","Solyc12g005310","Solyc10g076790","Solyc02g087740","Solyc10g051140","Solyc01g086690","Solyc04g076860","Solyc06g060270","Solyc02g084370","Solyc02g070620","Solyc10g085950","Solyc04g014260","Solyc00g187050","Solyc08g080470","Solyc10g055260","Solyc08g080960","Solyc12g010020","Solyc05g054040","Solyc11g066160","Solyc02g090310","Solyc03g006040","Solyc03g007230","Solyc01g010150","Solyc04g074810","Solyc11g009040","Solyc07g056160","Solyc12g008420","Solyc03g063720","Solyc02g083520","Solyc08g074680","Solyc03g114800","Solyc10g011940","Solyc02g014740","Solyc03g097820","Solyc11g066950","Solyc03g115220","Solyc07g008010","Solyc03g114850","Solyc08g007690","Solyc06g051320","Solyc11g071240","Solyc02g021260","Solyc12g008410","Solyc07g054460","Solyc05g013930","Solyc06g069230","Solyc05g007870","Solyc02g081350","Solyc11g021020","Solyc02g083610","Solyc03g112630","Solyc09g092720","Solyc02g065240","Solyc03g082540","Solyc08g080990","Solyc02g072140","Solyc03g083380","Solyc06g063340","Solyc12g011010","Solyc04g006970","Solyc01g107340","Solyc04g050570","Solyc10g009410","Solyc08g081710","Solyc11g066130","Solyc10g076510","Solyc03g007690","Solyc01g091370","Solyc06g007780","Solyc01g066460","Solyc02g081360","Solyc03g083510","Solyc03g005460","Solyc09g065240","Solyc11g010710","Solyc04g077650","Solyc09g008380","Solyc02g093950","Solyc06g072520","Solyc12g014230","Solyc01g103250","Solyc03g123430","Solyc07g006380","Solyc10g047030","Solyc02g081070","Solyc05g005300","Solyc08g062940","Solyc09g014480","Solyc05g014720","Solyc10g049890","Solyc11g010170","Solyc04g011390","Solyc08g077990","Solyc06g050560","Solyc08g042100","Solyc08g082630","Solyc04g071500","Solyc05g015840","Solyc01g100030","Solyc06g083080","Solyc10g079170","Solyc11g020960","Solyc10g008320","Solyc06g068240","Solyc06g072700","Solyc04g008820","Solyc11g068890","Solyc07g062310","Solyc04g082030","Solyc10g074680","Solyc03g096890","Solyc02g094520","Solyc02g085390","Solyc02g030460","Solyc05g006020","Solyc02g050200","Solyc06g062330","Solyc07g007750","Solyc06g084430","Solyc03g114690","Solyc08g065420","Solyc07g066350","Solyc06g082910","Solyc06g005560","Solyc01g099810","Solyc09g089610","Solyc04g081080","Solyc06g072290","Solyc02g093930","Solyc12g056920","Solyc08g014000","Solyc09g065590","Solyc06g068910","Solyc01g014290","Solyc03g120870","Solyc04g054880","Solyc01g101030","Solyc02g072500","Solyc01g079520","Solyc10g078680","Solyc04g071070","Solyc10g083500","Solyc08g077940","Solyc06g060360","Solyc07g055180","Solyc05g052100","Solyc11g072860","Solyc02g070000","Solyc07g008570","Solyc01g111310","Solyc03g026040","Solyc12g006570","Solyc11g011380","Solyc02g062780","Solyc12g019480","Solyc11g072430","Solyc04g007910","Solyc06g075830","Solyc03g117150","Solyc09g006010","Solyc09g064230","Solyc07g005020","Solyc11g005150","Solyc12g008580","Solyc01g008600","Solyc03g115050","Solyc09g005010","Solyc02g092980","Solyc07g041970","Solyc07g065110","Solyc11g018690","Solyc07g049370","Solyc03g118780","Solyc07g063850","Solyc03g007050","Solyc07g054560","Solyc06g007610","Solyc01g111300","Solyc04g078010","Solyc05g014750","Solyc03g118220","Solyc09g075360","Solyc03g117480","Solyc02g078040","Solyc12g094620","Solyc11g039880","Solyc04g079570","Solyc05g013260","Solyc08g029050","Solyc10g081700","Solyc07g053120","Solyc06g024260","Solyc06g054240","Solyc04g051480","Solyc10g076920","Solyc02g089790","Solyc06g068170","Solyc05g012280","Solyc06g063120","Solyc06g059740","Solyc06g071650","Solyc02g077170","Solyc01g100080","Solyc03g117500","Solyc08g062970","Solyc04g014730","Solyc04g076240","Solyc02g086270","Solyc08g081690","Solyc03g007710","Solyc01g096220","Solyc06g071540","Solyc12g010480","Solyc02g067710","Solyc02g066980","Solyc01g006790","Solyc03g116160","Solyc03g111500","Solyc03g115780","Solyc02g090480","Solyc02g090720","Solyc02g077960","Solyc08g007420","Solyc03g025790","Solyc07g008090","Solyc03g006900","Solyc04g054500","Solyc07g049400","Solyc09g005660","Solyc06g051840","Solyc02g067040","Solyc01g090800","Solyc01g095960","Solyc02g070600","Solyc02g082290","Solyc02g077240","Solyc08g063050","Solyc08g008050","Solyc04g006930","Solyc12g041890","Solyc01g097070","Solyc09g011820","Solyc06g072240","Solyc04g049720","Solyc04g071800","Solyc07g052220","Solyc02g085590","Solyc04g058080","Solyc06g082190","Solyc09g065600","Solyc02g014860","Solyc02g093180","Solyc12g094440","Solyc02g014030","Solyc09g072630","Solyc12g006360","Solyc11g008490","Solyc11g042880","Solyc01g094360","Solyc01g087050","Solyc03g044840","Solyc06g074160","Solyc04g054800","Solyc11g028040","Solyc12g014520","Solyc07g045320","Solyc10g009380","Solyc10g007800","Solyc01g006580","Solyc01g066620","Solyc01g006610","Solyc06g074150","Solyc03g118160","Solyc03g025220","Solyc03g113510","Solyc07g063170","Solyc09g014220","Solyc10g085740","Solyc06g053490","Solyc09g065170","Solyc01g108580","Solyc12g044240","Solyc03g116360","Solyc01g007160","Solyc01g066930","Solyc12g100270","Solyc02g091980","Solyc08g083370","Solyc04g050620","Solyc06g074320","Solyc03g114830","Solyc04g050480","Solyc09g089490","Solyc12g036440","Solyc03g111350","Solyc02g083700","Solyc12g096350","Solyc08g065210","Solyc06g075360","Solyc07g054400","Solyc12g042400","Solyc02g032380","Solyc01g095360","Solyc06g062430","Solyc08g065810","Solyc01g088500","Solyc08g006240","Solyc09g014610","Solyc02g073570","Solyc10g011960","Solyc08g006950","Solyc08g082890","Solyc06g048530","Solyc07g008550","Solyc08g006200","Solyc04g007290","Solyc09g065620","Solyc02g065020","Solyc04g076630","Solyc04g080720","Solyc02g085170","Solyc06g008840","Solyc01g006210","Solyc02g089420","Solyc07g054940","Solyc12g005700","Solyc11g071470","Solyc09g097930","Solyc03g007880","Solyc09g005090","Solyc01g106040","Solyc07g043410","Solyc11g010390","Solyc09g011350","Solyc03g095780","Solyc04g082740","Solyc10g080370","Solyc05g050000","Solyc10g008670","Solyc01g081640","Solyc04g079700","Solyc01g067040","Solyc06g076870","Solyc06g076270","Solyc12g011360","Solyc04g064710","Solyc02g080580","Solyc07g065130","Solyc08g067230","Solyc01g094260","Solyc01g095750","Solyc11g005970","Solyc02g092220","Solyc04g071100","Solyc02g079140","Solyc01g097470","Solyc08g074650","Solyc11g016970","Solyc06g060160","Solyc11g020930","Solyc07g051820","Solyc02g086450","Solyc04g014750","Solyc12g005350","Solyc08g067940","Solyc01g110330","Solyc03g034300","Solyc10g051150"
"Solyc10g084340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g085190",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc02g093280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Solyc10g079750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc05g051060",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc06g065630",0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Solyc06g083860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc04g080780",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
