"","genes","sd","mean","cof","P3_m_1","P3_m_2","P3_m_3","P4_d_1","P4_d_2,","P4_d_3","P4_p_1","P4_p_2","P4_p_3","P5_d_1","P5_d_2","P5_d_3","P5_p_1","P5_p_2","P5_p_3","P6_d_1","P6_d_2","P6_d_3","P6_p_1","P6_p_2","P6_p_3"
"17207","pen_Solyc02g078160.2.1",17.2790745331432,15.5790265526734,1.10912414679581,2.98976448473141,2.33533288374415,14.2105613835432,3.37734223322235,4.33285450741106,19.5460048981133,0.594116579885236,4.9417822095191,15.0734589189523,2.26538781569441,10.7828932993662,42.0422571293083,5.60918706835887,11.0902343228925,49.0403286852248,3.52805157507377,18.1712241517635,42.4875770567674,2.51439211435215,14.0143469635243,58.2124593246937
"29514","hab_Solyc01g066680.2.1",14.7722479222043,13.3246616100159,1.10863963037533,1.63916021121006,0,0,5.53723068838697,2.3585097524611,1.92913951315985,0.953235313885218,0,1.34988968029318,31.5356293097699,36.1109902452236,18.389073337653,2.50087076941727,3.52180373715796,1.90392743272206,37.2741672438694,29.55600208023,42.1516355617936,22.6588142599197,23.1774047983759,17.2704098748051
"38525","hab_Solyc07g065920.2.1",6.83835648488465,6.17099144523351,1.10814551366241,12.5668949526104,29.0741101564112,18.4005689392873,1.38430767209674,6.28935933989627,0,4.76617656942609,10.6286797210309,8.09933808175905,1.61721175947538,0.820704323755082,2.82908820579276,5.00174153883453,5.63488597945274,1.90392743272206,3.88272575456973,1.970400138682,5.67425863331836,3.39882213898796,2.99063287720979,2.6569861345854
"39831","hab_Solyc09g010020.2.1",6.91759565023986,6.24493142918065,1.10771362803378,1.09277347414004,2.90741101564112,0,2.76861534419349,3.14467966994814,3.8582790263197,2.85970594165565,0.817590747771606,0.674944840146588,6.46884703790151,9.0277475613059,8.48726461737829,1.25043538470863,3.52180373715796,4.44249734301813,12.4247224146231,22.659601594843,26.7500764142151,4.53176285198395,7.47658219302447,5.97821880281716
"28985","pen_Solyc07g032490.2.1",44.4061441660535,40.1011629624362,1.10735302633617,3.73720560591426,0.778444294581383,1.29186921668575,4.22167779152794,25.9971270444663,11.5828177174005,0.594116579885236,9.05993405078501,5.24294223267906,30.5827355118745,71.4366681083013,45.3613826921484,12.6206709038074,34.2789060889403,25.5862584444651,103.489512868831,147.282553651136,82.6147331659365,32.687097486578,136.321375008827,57.3563937463894
"37535","hab_Solyc07g005680.2.1",17.3162337369705,15.6400013867355,1.10717597196997,7.10302758191025,1.93827401042741,0,12.4587690488707,12.5787186797925,9.64569756579925,2.85970594165565,3.27036299108642,0,20.2151469934422,22.9797210651423,17.6818012862048,12.5043538470863,8.4523289691791,4.44249734301813,55.911250865804,69.949204923211,20.2652094047084,18.6935217644338,14.2055061667465,13.284930672927
"27212","pen_Solyc11g010170.1.1",28.536875446555,25.8006815292506,1.10605122636789,94.1775812690394,63.8324321556734,92.3686489930308,21.1083889576397,9.74892264167488,10.8588916100629,48.1234429707041,18.9434984698232,49.807951210451,9.06155126277762,2.69572332484156,1.10637518761338,44.8734965468709,13.1066405634184,6.39656461111628,4.70406876676502,17.2148439332496,2.36042094759819,12.5719605717608,10.1922523371086,8.5606557830432
"19097","pen_Solyc03g114560.2.1",5.15691482018559,4.66287982781372,1.10595061648919,8.22185233301137,2.33533288374415,10.9808883418288,2.53300667491676,0,1.44785221467506,2.37646631954094,4.9417822095191,15.0734589189523,3.39808172354161,1.34786166242078,1.10637518761338,20.0995869949526,5.04101560131476,1.42145880247029,0,5.73828131108321,0,5.0287842287043,2.54806308427714,4.2803278915216
"10454","lyc_Solyc08g080040.2.1",28.6806345743116,25.9514171757844,1.10516641076056,48.872876690271,15.881218941937,7.48718455890435,56.3146951134401,13.3373073309648,8.84457727309723,100.262032100029,19.5800021084891,6.18500644762045,63.0487579882751,10.5675714560231,6.53154804836154,86.649553645034,11.5979562674766,2.80734582924459,23.4448255665069,4.85843310621102,3.28350461209958,38.5224146784618,10.0772866266486,6.82566230237767
"43578","hab_Solyc10g052490.1.1",10.1569366077573,9.20032246832751,1.10397615330582,0,0,0,7.61369219653209,8.64786909235737,2.89370926973977,0,0,0,13.7462999555407,17.2347907988567,14.1454410289638,1.87565307706295,2.81744298972637,1.26928495514804,28.732170583816,29.55600208023,29.9925099189685,10.7629367734619,11.9625315088392,11.9564376056343
"25435","pen_Solyc09g025280.1.1",5.80347210684554,5.25696253629344,1.10395919065032,19.4334691507542,13.2335530078835,18.0861690336004,0.844335558305588,1.08321362685276,0.723926107337529,11.2882150178195,6.58904294602546,8.51978112810347,3.39808172354161,0,0,4.67432255696572,6.04921872157771,3.55364700617571,1.17601719169126,0,1.18021047379909,5.0287842287043,3.82209462641572,1.71213115660864
"18163","pen_Solyc03g006640.2.1",8.26407484337203,7.48622368250721,1.10390434401291,2.98976448473141,2.33533288374415,3.22967304171437,0.844335558305588,1.08321362685276,4.34355664402517,4.75293263908188,3.29452147301273,3.93220667450929,3.39808172354161,14.8264782866286,6.63825112568026,5.60918706835887,4.03281248105181,2.84291760494057,22.3443266421339,25.8222658998744,7.08126284279456,2.51439211435215,29.3027254691872,5.99245904813024
"17171","pen_Solyc02g077300.1.1",9.56398515278467,8.6667210509582,1.10352982362658,0.747441121182852,0.778444294581383,1.29186921668575,7.59902002475029,8.66570901482211,0.723926107337529,2.97058289942618,4.9417822095191,1.31073555816976,16.990408617708,12.130754961787,7.74462631329363,4.67432255696572,11.0902343228925,3.55364700617571,38.8085673258114,9.56380218513868,4.72084189519637,7.54317634305646,29.3027254691872,6.84852462643456
"28594","pen_Solyc12g056950.1.1",12.4635716245709,11.2977453517804,1.10319105595762,2.98976448473141,0,0,2.53300667491676,4.33285450741106,1.44785221467506,2.37646631954094,1.64726073650637,3.27683889542441,4.53077563138881,12.130754961787,16.5956278142006,4.20689030126915,10.0820312026295,12.0823998209974,36.4565329424289,41.1243493960963,27.1448408973792,11.3147645145847,31.8507885534643,11.1288525179562
"17672","pen_Solyc02g087110.2.1",16.0118779012069,14.5248479864529,1.10237834613766,3.73720560591426,0,0,3.37734223322235,5.41606813426382,5.0674827513627,1.78234973965571,1.64726073650637,0,21.5211842490969,22.9136482611533,16.5956278142006,12.1532386481109,12.0984374431554,9.23948221605685,41.160601709194,65.033854858943,23.6042094759819,21.3723329719933,28.0286939270486,10.2727869396518
"30281","hab_Solyc01g098740.2.1",16.4807952421366,14.9508731792588,1.10232994718999,2.7319336853501,0,0,9.6901537046772,3.14467966994814,6.75198829605947,1.90647062777044,3.27036299108642,2.02483452043976,21.0237528731799,22.1590167413872,15.5599851318602,7.5026123082518,5.63488597945274,5.71178229816617,38.0507123947833,58.126804091119,50.2577193236769,20.3929328339278,13.457847947444,26.569861345854
"33969","hab_Solyc03g123410.1.1",33.0053025399445,29.9421560022025,1.10230213674382,3.27832042242011,3.87654802085482,0,19.3803074093544,15.7233983497407,2.89370926973977,11.4388237666226,1.63518149554321,0,71.1573174169167,68.1184588716718,33.9490584695132,7.5026123082518,7.74796822174751,3.80785486544411,112.599046882522,59.11200416046,86.7350962521521,48.1499803023295,47.1024678160542,24.577121744915
"9981","lyc_Solyc08g062970.1.1",6.6538165574437,6.03936679473413,1.10174075918776,19.7966082796035,19.224633456029,19.7389411098387,4.0709418154294,1.27021974580618,4.76246468551389,13.7048820856155,5.05290376993267,4.81056057037146,5.30316655976146,0.660473216001442,0,11.1805875671012,4.0592846936168,6.55047360157072,1.67463039760763,0.809738851035171,0,1.77795760054439,0.671819108443243,1.70641557559442
"11131","lyc_Solyc09g059170.1.1",19.5513270835766,17.7517145890055,1.10137682675935,21.0338962970787,5.015121771138,1.36130628343715,42.0663987594372,9.52664809354631,4.76246468551389,56.9834570928222,12.6322594248317,2.74889175449798,50.674702682165,6.60473216001442,3.26577402418077,66.6176675873111,13.9175475209719,2.80734582924459,16.1880938435404,8.09738851035171,1.31340184483983,24.8914064076215,15.4518394941946,6.82566230237767
"15447","pen_Solyc01g087140.2.1",10.7872005483616,9.80327785388778,1.1003667048041,41.8567027862397,24.1317731320229,16.1483652085718,19.4197178410285,8.66570901482211,4.34355664402517,27.9234792546061,14.0017162603041,6.55367779084882,4.53077563138881,1.34786166242078,1.10637518761338,12.1532386481109,3.02460936078885,4.975105808646,3.52805157507377,2.86914065554161,0,5.0287842287043,2.54806308427714,1.71213115660864
"32504","hab_Solyc03g005280.2.1",6.30911509970245,5.7340368362246,1.10029204204703,0.546386737070019,0,0,5.53723068838697,10.2202089273314,2.89370926973977,0,0,1.34988968029318,4.04302939868845,12.3105648563262,7.07272051448191,2.50087076941727,2.81744298972637,1.26928495514804,13.2012675655371,13.792800970774,25.1288596618385,7.93058499097191,4.48594931581468,5.31397226917081
"35974","hab_Solyc05g052710.2.1",53.3637211771883,48.5050063141725,1.10016934811935,31.6904307500611,10.6605070573508,12.2670459595249,73.3683066211274,21.2265877721499,27.0079531842379,39.0826478692939,22.892540937605,12.1490071226386,58.2196233411136,45.1387378065295,19.8036174405493,23.758272309464,23.2439046652425,10.1542796411843,187.923926521175,210.832814838974,62.416844966502,52.6817431543134,44.8594931581468,29.2268474804394
"35114","hab_Solyc04g081290.2.1",6.6054820528579,6.0050523210316,1.09998742720749,1.63916021121006,0,0.766690372470305,2.07646150814511,1.57233983497407,1.92913951315985,2.85970594165565,0.817590747771606,3.37472420073294,4.85163527842614,13.9519735038364,12.7308969260674,1.87565307706295,0,3.17321238787009,15.5309030182789,23.644801664184,17.0227758999551,5.66470356497994,5.98126575441958,6.64246533646351
"28518","pen_Solyc12g045030.1.1",9.08931047928688,8.28232262619266,1.0974349695751,0.747441121182852,1.55688858916277,9.6890191251431,0.844335558305588,2.16642725370553,6.51533496603776,0.594116579885236,0,4.58757445359418,4.53077563138881,8.08716997452468,7.74462631329363,7.94634834684173,3.02460936078885,4.975105808646,17.6402578753688,22.9531252443328,38.9469456353701,10.0575684574086,10.1922523371086,11.1288525179562
"38277","hab_Solyc07g056540.2.1",676.00226723582,616.055634481598,1.09730717389618,68.2983421337524,61.0556313284635,77.4357276195009,290.012457304268,308.964777572404,446.595797296505,64.8200013441948,70.3128043083581,132.964133508878,830.438238490607,795.262489718674,1024.83720254843,141.92441616443,147.211396213203,211.970587509722,1488.63705430203,1852.17613036108,2576.92402790273,645.776206407713,652.705625451036,1048.84527662759
"41033","hab_Solyc10g047410.1.1",5.90499990172147,5.38632460581394,1.09629484553302,2.18554694828008,2.90741101564112,1.53338074494061,2.07646150814511,0.786169917487034,3.8582790263197,0,0,1.34988968029318,12.1290881960653,6.56563459004065,7.7799925659301,3.7513061541259,2.11308224229478,2.53856991029608,9.31854181096734,13.792800970774,25.1288596618385,5.66470356497994,2.99063287720979,6.64246533646351
