,genes,bcv
10704,Solyc06g054560.2.1,0.131785192
17667,Solyc11g007690.1.1,0.036775367
19247,Solyc12g013890.1.1,0.066836108
7510,Solyc04g015680.2.1,0.061730764
9156,Solyc05g012110.2.1,0.173736979
19935,Solyc12g095830.1.1,0.037021745
6435,Solyc03g115050.2.1,0.313866935
11752,Solyc06g083790.2.1,0.047183036
17382,Solyc10g085550.1.1,0.131728568
3098,Solyc02g062920.2.1,0.027608046
2707,Solyc01g111310.2.1,0.100196887
15169,Solyc09g014770.2.1,0.031031966
1473,Solyc01g091630.2.1,0.058622885
6992,Solyc03g122180.2.1,0.026253813
7009,Solyc03g123410.1.1,0.936888367
16138,Solyc10g005080.2.1,0.285184448
8958,Solyc05g008060.2.1,0.433647357
9052,Solyc05g009470.2.1,0.231638883
15508,Solyc09g065160.2.1,0.16339143
3630,Solyc02g076840.2.1,0.066607427
4673,Solyc02g091490.2.1,0.132616378
8476,Solyc04g079790.2.1,0.195007847
12245,Solyc07g022900.2.1,0.222937019
13761,Solyc08g061610.2.1,0.071026747
13799,Solyc08g062660.2.1,0.03802195
5806,Solyc03g083390.2.1,0.036056779
4320,Solyc02g086460.2.1,0.405930858
10161,Solyc06g007360.2.1,0.024266262
2988,Solyc02g037530.2.1,0.101579584
902,Solyc01g067730.2.1,0.157892272
1367,Solyc01g090200.2.1,0.131565279
17213,Solyc10g081920.1.1,0.027165455
840,Solyc01g066740.2.1,0.084172459
19836,Solyc12g088340.1.1,0.071738576
13002,Solyc07g063130.2.1,0.06245859
11538,Solyc06g075800.1.1,0.274690398
961,Solyc01g073640.2.1,0.36482156
1025,Solyc01g079540.2.1,0.037909729
9791,Solyc05g052800.2.1,0.039840144
10111,Solyc06g005670.2.1,0.055824173
3342,Solyc02g068560.2.1,0.121358262
17181,Solyc10g081530.1.1,0.02959589
9283,Solyc05g013820.2.1,0.029735016
11369,Solyc06g073370.2.1,0.087605249
6947,Solyc03g121580.2.1,0.036945512
6065,Solyc03g097950.2.1,0.259543689
13205,Solyc07g065900.2.1,0.980963537
7383,Solyc04g011380.2.1,0.05867547
19633,Solyc12g044740.1.1,0.01785362
20107,Solyc12g099440.1.1,0.072648983
13582,Solyc08g015690.2.1,0.035218516
8080,Solyc04g072630.2.1,0.041001671
6701,Solyc03g118510.2.1,0.103829281
10748,Solyc06g060310.2.1,0.087146604
13133,Solyc07g064950.2.1,0.36773919
949,Solyc01g068480.2.1,0.062794177
6866,Solyc03g120630.2.1,0.056242353
17115,Solyc10g080740.1.1,0.122075614
17159,Solyc10g081260.1.1,0.045262925
7261,Solyc04g008710.2.1,0.140464439
13167,Solyc07g065370.2.1,0.034975236
7518,Solyc04g015830.2.1,0.032223345
12238,Solyc07g022760.2.1,0.030189491
3863,Solyc02g080260.2.1,0.058039535
13145,Solyc07g065090.1.1,0.256934337
13933,Solyc08g067040.2.1,0.037860302
10872,Solyc06g063070.2.1,0.033780754
1312,Solyc01g088400.2.1,0.124175119
8369,Solyc04g078320.2.1,0.041627697
6637,Solyc03g117780.2.1,0.02673513
10211,Solyc06g008040.2.1,0.023867733
14099,Solyc08g074760.2.1,0.027470892
18766,Solyc11g072240.1.1,0.092239135
5862,Solyc03g093480.2.1,0.04528961
11886,Solyc07g005830.2.1,0.129877252
20168,Solyc12g100360.1.1,0.065908282
15911,Solyc09g090410.2.1,0.299468016
6839,Solyc03g120270.2.1,0.026049245
8146,Solyc04g074510.2.1,0.0928155
7082,Solyc04g005270.1.1,0.091282271
13075,Solyc07g064160.2.1,0.586273836
17096,Solyc10g080500.1.1,0.138697153
16454,Solyc10g009570.2.1,0.144824802
10227,Solyc06g008260.2.1,0.076358956
4273,Solyc02g085810.2.1,0.031048493
15808,Solyc09g082860.2.1,0.086953715
7790,Solyc04g051510.1.1,0.085937276
12541,Solyc07g047670.2.1,0.049316505
6849,Solyc03g120430.2.1,0.165602008
18909,Solyc12g005950.1.1,0.206123584
6789,Solyc03g119650.2.1,0.033075817
11167,Solyc06g069440.2.1,0.082817486
13038,Solyc07g063590.2.1,0.041970748
7569,Solyc04g017710.2.1,0.098649243
14324,Solyc08g078020.1.1,0.266825455
5342,Solyc03g032190.2.1,0.075760736
6482,Solyc03g115700.2.1,0.175618732
18534,Solyc11g067100.1.1,0.100652695
10219,Solyc06g008170.2.1,0.124182829
2750,Solyc01g111780.2.1,0.041066578
10655,Solyc06g053750.2.1,0.111245553
4710,Solyc02g091970.2.1,0.033604719
14511,Solyc08g080690.2.1,0.109948513
6359,Solyc03g114060.2.1,0.077579115
8107,Solyc04g073970.2.1,0.114234569
12464,Solyc07g043460.2.1,0.432052326
10644,Solyc06g053590.2.1,0.103910622
2163,Solyc01g103510.2.1,0.067151495
11231,Solyc06g071350.2.1,0.140438434
3719,Solyc02g078260.2.1,0.072484361
16589,Solyc10g044670.1.1,0.054878127
5225,Solyc03g025520.2.1,0.088117035
3305,Solyc02g068090.2.1,0.228068353
11930,Solyc07g006380.2.1,1.178873428
7002,Solyc03g122340.2.1,0.244251553
7054,Solyc03g123980.2.1,0.059159503
6884,Solyc03g120810.2.1,0.026103091
17483,Solyc11g005150.1.1,0.256201066
5178,Solyc03g019890.2.1,0.138471068
4080,Solyc02g083280.2.1,0.355340534
5810,Solyc03g083430.2.1,0.05180427
13271,Solyc08g005000.2.1,0.110346224
1568,Solyc01g094790.2.1,0.23861038
10323,Solyc06g010200.2.1,0.056120915
15983,Solyc09g091440.2.1,0.030067296
2851,Solyc02g014870.2.1,0.032685306
4387,Solyc02g087340.2.1,0.116216511
1952,Solyc01g099790.2.1,0.036881068
6322,Solyc03g113620.2.1,0.131557576
4585,Solyc02g090090.2.1,0.031096906
13402,Solyc08g006900.2.1,0.108154202
5064,Solyc03g006970.1.1,0.0378851
12150,Solyc07g016180.2.1,0.094639789
9222,Solyc05g013030.1.1,0.036122328
9591,Solyc05g046330.2.1,0.017279956
9599,Solyc05g047520.2.1,0.029330422
16299,Solyc10g007320.2.1,0.225276329
17176,Solyc10g081460.1.1,0.076730743
18399,Solyc11g065190.1.1,0.15151431
9315,Solyc05g014310.2.1,0.236007066
2022,Solyc01g100650.2.1,0.063366567
9364,Solyc05g015610.2.1,0.121237036
17776,Solyc11g010110.1.1,0.024402504
3842,Solyc02g079970.2.1,0.029234993
7868,Solyc04g055160.2.1,0.120560415
16543,Solyc10g019040.1.1,0.061341453
4275,Solyc02g085840.2.1,0.034619089
20064,Solyc12g098740.1.1,0.058947017
17734,Solyc11g008580.1.1,0.115487801
7771,Solyc04g050960.2.1,0.074850152
2072,Solyc01g102310.2.1,0.062655182
7438,Solyc04g014570.2.1,0.038585162
14944,Solyc09g009260.2.1,0.207185164
6629,Solyc03g117680.2.1,0.250339694
10076,Solyc06g005080.2.1,0.033120099
2079,Solyc01g102410.2.1,0.02613301
12816,Solyc07g055200.2.1,0.049828231
19587,Solyc12g043000.1.1,0.026853432
15298,Solyc09g042710.2.1,0.031142725
18570,Solyc11g068640.1.1,0.042218777
14287,Solyc08g077440.2.1,0.108686277
1037,Solyc01g079680.2.1,0.042180213
8446,Solyc04g079310.2.1,0.131850109
6801,Solyc03g119780.2.1,0.025337192
4012,Solyc02g082260.2.1,0.152339732
5980,Solyc03g096840.2.1,0.069626414
4048,Solyc02g082800.2.1,0.026385919
2800,Solyc02g005200.2.1,0.149385153
7164,Solyc04g007280.2.1,0.088200025
16942,Solyc10g078330.1.1,0.041305908
4378,Solyc02g087240.2.1,0.025556422
9862,Solyc05g053830.2.1,0.03424965
4962,Solyc03g005430.2.1,0.110394749
18009,Solyc11g013530.1.1,0.030025323
6710,Solyc03g118640.2.1,0.035766954
262,Solyc01g006280.2.1,0.032529512
9779,Solyc05g052630.2.1,0.040145481
7683,Solyc04g047770.2.1,0.033017154
6072,Solyc03g098050.2.1,0.074703903
4190,Solyc02g084720.2.1,0.045873861
10661,Solyc06g053810.2.1,0.042112703
799,Solyc01g060470.2.1,0.02009374
16009,Solyc09g091820.2.1,0.038866681
3552,Solyc02g071610.2.1,0.156731473
8538,Solyc04g080580.2.1,0.142807688
3759,Solyc02g078780.2.1,0.039226971
15051,Solyc09g010690.2.1,0.096919168
1264,Solyc01g087750.2.1,0.260006204
9877,Solyc05g054070.2.1,0.10719116
2892,Solyc02g021650.2.1,0.031747436
13308,Solyc08g005490.2.1,0.033975709
12465,Solyc07g043480.1.1,0.264303528
5528,Solyc03g058380.2.1,0.046468998
962,Solyc01g073650.2.1,0.06033167
3556,Solyc02g071710.2.1,0.283165004
7219,Solyc04g008110.2.1,0.094657678
2566,Solyc01g109360.2.1,0.044820707
1424,Solyc01g091010.2.1,0.093980419
7480,Solyc04g015270.2.1,0.027793778
17950,Solyc11g012740.1.1,0.075298227
14900,Solyc09g008610.2.1,0.021348731
13108,Solyc07g064610.2.1,0.023526699
2796,Solyc01g112350.2.1,0.042237984
10419,Solyc06g036050.2.1,0.055420827
18352,Solyc11g062270.1.1,0.023774776
13603,Solyc08g016170.2.1,0.132806578
6018,Solyc03g097290.2.1,0.06508969
9788,Solyc05g052760.2.1,0.067467504
14134,Solyc08g075420.2.1,0.165134917
1771,Solyc01g097340.2.1,0.046538824
8406,Solyc04g078830.2.1,0.018110704
2251,Solyc01g104670.2.1,0.044320827
10190,Solyc06g007760.2.1,0.232903232
17023,Solyc10g079500.1.1,0.034691538
1873,Solyc01g098760.2.1,0.130484675
15588,Solyc09g072570.2.1,0.048644765
5189,Solyc03g020040.2.1,0.200447359
2198,Solyc01g103990.2.1,0.071708872
5393,Solyc03g034080.2.1,0.18340948
13633,Solyc08g022210.2.1,0.031133107
8539,Solyc04g080590.2.1,0.030446484
10631,Solyc06g053400.2.1,0.040239612
17851,Solyc11g011130.1.1,0.043366654
6744,Solyc03g119080.2.1,0.083658124
7389,Solyc04g011460.1.1,0.025203588
18624,Solyc11g069340.1.1,0.068845905
14296,Solyc08g077530.2.1,0.245484513
2405,Solyc01g107130.2.1,0.037129852
6306,Solyc03g113400.2.1,0.022714251
13024,Solyc07g063430.2.1,0.098616594
17112,Solyc10g080700.1.1,0.060340684
12092,Solyc07g008670.2.1,0.143917384
1436,Solyc01g091170.2.1,0.383948394
2680,Solyc01g110960.2.1,0.094039689
3353,Solyc02g068720.2.1,0.027278354
15616,Solyc09g072990.2.1,0.169093604
7287,Solyc04g009020.2.1,0.08365064
14271,Solyc08g077240.2.1,0.026048903
5710,Solyc03g080090.2.1,0.050714638
19359,Solyc12g017910.1.1,0.032197779
20033,Solyc12g098330.1.1,0.067436244
18721,Solyc11g071690.1.1,0.068897677
6554,Solyc03g116750.2.1,0.055044243
20115,Solyc12g099560.1.1,0.026298111
2761,Solyc01g111930.2.1,0.067318119
7226,Solyc04g008290.2.1,0.103061916
7034,Solyc03g123740.2.1,0.094577943
1956,Solyc01g099840.2.1,0.160705204
4414,Solyc02g087710.2.1,0.043172896
15322,Solyc09g055340.2.1,0.029040755
18595,Solyc11g068960.1.1,0.05273569
12878,Solyc07g056270.2.1,0.026574914
17758,Solyc11g008900.1.1,0.157329925
7340,Solyc04g009820.2.1,0.208545668
19756,Solyc12g056940.1.1,0.081673417
9389,Solyc05g016240.2.1,0.06663614
17129,Solyc10g080950.1.1,0.076735335
7644,Solyc04g039850.1.1,0.118964015
1199,Solyc01g086890.2.1,0.041290445
11201,Solyc06g071000.2.1,0.040221697
7734,Solyc04g050040.2.1,0.166286074
428,Solyc01g008550.2.1,0.032794101
15978,Solyc09g091280.2.1,0.102753562
6476,Solyc03g115630.2.1,0.046959734
11825,Solyc07g005020.2.1,0.353136357
7058,Solyc03g124030.2.1,0.060827026
8111,Solyc04g074040.2.1,0.044181013
6383,Solyc03g114370.2.1,0.035870912
13067,Solyc07g064040.2.1,0.029042215
11614,Solyc06g081980.1.1,0.164052219
18952,Solyc12g006550.1.1,0.023777868
17343,Solyc10g084970.1.1,0.121773282
4485,Solyc02g088700.2.1,0.038259687
9926,Solyc05g054720.2.1,0.069091084
5539,Solyc03g058920.2.1,0.120851137
6948,Solyc03g121590.2.1,0.022429005
8056,Solyc04g072260.1.1,0.04106424
11789,Solyc06g084230.2.1,0.070822754
5752,Solyc03g082660.2.1,0.057759547
10752,Solyc06g060360.2.1,0.125632254
6183,Solyc03g111710.2.1,0.234310121
14810,Solyc09g007350.2.1,0.170514009
9375,Solyc05g015840.2.1,0.249564117
11278,Solyc06g071960.2.1,0.244724623
4299,Solyc02g086180.2.1,0.028379093
15452,Solyc09g064230.1.1,0.261250872
8038,Solyc04g071990.2.1,0.105798802
13796,Solyc08g062630.2.1,0.021691403
19938,Solyc12g095860.1.1,0.112169169
20062,Solyc12g098700.1.1,0.089510621
8953,Solyc05g008010.2.1,0.062987681
4348,Solyc02g086830.2.1,0.05047181
10081,Solyc06g005150.2.1,0.095266514
9360,Solyc05g015500.2.1,0.069762332
10718,Solyc06g059750.2.1,0.085014811
14747,Solyc09g005550.2.1,0.02389957
3596,Solyc02g072300.2.1,0.038885604
16468,Solyc10g011770.2.1,0.164469627
8540,Solyc04g080600.2.1,0.106177673
15068,Solyc09g010930.2.1,0.126957377
18607,Solyc11g069150.1.1,0.034641003
15712,Solyc09g075460.2.1,0.084464086
12911,Solyc07g061780.2.1,0.045525169
18280,Solyc11g045130.1.1,0.028985625
5771,Solyc03g082940.2.1,0.057013912
5411,Solyc03g034440.2.1,0.05040347
19685,Solyc12g055840.1.1,0.038202488
13598,Solyc08g016050.2.1,0.068863962
9729,Solyc05g051850.2.1,0.088372759
8795,Solyc05g005880.2.1,0.112456281
14475,Solyc08g080170.2.1,0.329036706
19741,Solyc12g056740.1.1,0.035952154
2381,Solyc01g106680.2.1,0.019951547
19396,Solyc12g020000.1.1,0.029154163
2550,Solyc01g109180.2.1,0.047746696
6578,Solyc03g117060.2.1,0.027532702
9827,Solyc05g053300.2.1,0.081839353
1590,Solyc01g095040.2.1,0.055681732
12216,Solyc07g020860.2.1,0.093519031
13217,Solyc07g066030.2.1,0.028192457
15522,Solyc09g065340.2.1,0.150640919
10800,Solyc06g061030.2.1,0.028607056
18166,Solyc11g033280.1.1,0.031604055
14237,Solyc08g076820.2.1,0.10511404
16527,Solyc10g018520.1.1,0.068281225
17549,Solyc11g006040.1.1,0.042452174
8661,Solyc04g082160.2.1,0.048054664
4884,Solyc02g094120.2.1,0.070773508
8771,Solyc05g005560.2.1,0.064090781
13268,Solyc07g066650.2.1,0.053065252
6025,Solyc03g097370.2.1,0.078209938
3447,Solyc02g070000.2.1,0.20271512
2725,Solyc01g111520.2.1,0.021821478
6687,Solyc03g118340.2.1,0.04770866
6268,Solyc03g112870.2.1,0.162919564
14124,Solyc08g075310.2.1,0.027628343
8872,Solyc05g006950.2.1,0.023048538
7765,Solyc04g050730.2.1,0.729545375
6768,Solyc03g119360.2.1,0.070881502
3907,Solyc02g080880.2.1,0.165359272
20137,Solyc12g099890.1.1,0.046696253
34,Solyc00g008680.2.1,0.048760159
6503,Solyc03g115940.2.1,0.2576119
4563,Solyc02g089800.2.1,0.062667149
12085,Solyc07g008570.2.1,0.334063445
17188,Solyc10g081610.1.1,0.026201307
1118,Solyc01g080750.2.1,0.0595033
7117,Solyc04g005690.2.1,0.046865299
19617,Solyc12g044410.1.1,0.050827702
4254,Solyc02g085570.2.1,0.036293349
14160,Solyc08g075750.2.1,0.158674995
2724,Solyc01g111510.2.1,0.059218536
19036,Solyc12g008750.1.1,0.036609136
2757,Solyc01g111880.2.1,0.50870676
6425,Solyc03g114930.2.1,0.170166749
11019,Solyc06g066320.2.1,0.033626581
10720,Solyc06g059800.2.1,0.090046213
2262,Solyc01g104840.2.1,0.048223251
5506,Solyc03g051900.2.1,0.053688608
191,Solyc01g005250.2.1,0.040999187
7815,Solyc04g053080.2.1,0.082601473
16893,Solyc10g076600.1.1,0.048523081
9252,Solyc05g013440.2.1,0.094126304
18314,Solyc11g051160.1.1,0.091347308
8461,Solyc04g079560.2.1,0.080480245
15934,Solyc09g090700.1.1,0.043928202
3089,Solyc02g062780.2.1,0.045950806
14095,Solyc08g074680.2.1,0.385565511
18973,Solyc12g006930.1.1,0.076474707
6446,Solyc03g115200.2.1,0.222610587
8681,Solyc04g082430.2.1,0.040154785
18249,Solyc11g044480.1.1,0.056982364
16847,Solyc10g074710.1.1,0.022481405
6023,Solyc03g097350.2.1,0.029895294
11283,Solyc06g072040.1.1,0.07266308
13968,Solyc08g067790.2.1,0.030640137
7604,Solyc04g025300.2.1,0.029387973
6608,Solyc03g117430.2.1,0.211694695
9034,Solyc05g009220.2.1,0.037119061
7540,Solyc04g016240.2.1,0.024573304
1642,Solyc01g095670.2.1,0.075912192
243,Solyc01g006020.2.1,0.028459974
8704,Solyc04g082670.2.1,0.024348515
11474,Solyc06g074720.2.1,0.037312241
9910,Solyc05g054500.1.1,0.05186653
12454,Solyc07g043270.2.1,0.025437373
190,Solyc01g005240.2.1,0.023302514
5003,Solyc03g006070.2.1,0.030007906
5913,Solyc03g095260.2.1,0.03486709
15004,Solyc09g010060.2.1,0.038322297
17992,Solyc11g013280.1.1,0.052465666
18013,Solyc11g013810.1.1,0.572039926
13601,Solyc08g016080.2.1,0.105912158
14516,Solyc08g080780.2.1,0.02714929
14711,Solyc08g083360.2.1,0.507785129
17067,Solyc10g080090.1.1,0.038359433
11863,Solyc07g005570.2.1,0.09892171
3545,Solyc02g071510.2.1,0.087461596
19053,Solyc12g008980.1.1,0.166233479
6671,Solyc03g118170.2.1,0.034004074
4337,Solyc02g086670.2.1,0.102421077
10834,Solyc06g062510.2.1,0.035886418
282,Solyc01g006580.2.1,2.336824869
15925,Solyc09g090580.2.1,0.02657365
14464,Solyc08g080050.2.1,0.150068114
16164,Solyc10g005510.2.1,0.134021687
7918,Solyc04g058060.1.1,0.047813587
1022,Solyc01g079510.2.1,0.042093628
7324,Solyc04g009540.1.1,0.302909726
16330,Solyc10g007760.2.1,0.03164177
467,Solyc01g009090.2.1,0.036183218
6080,Solyc03g098150.2.1,0.044512427
13218,Solyc07g066040.1.1,0.043752516
11295,Solyc06g072290.2.1,0.219122955
15132,Solyc09g011930.2.1,0.042540541
14624,Solyc08g082280.2.1,0.045389017
3748,Solyc02g078610.2.1,0.020276072
2409,Solyc01g107180.2.1,0.081255943
16749,Solyc10g052660.1.1,0.085726276
2242,Solyc01g104560.2.1,0.020660449
4160,Solyc02g084360.2.1,0.023042607
3477,Solyc02g070540.2.1,0.159662891
4408,Solyc02g087620.2.1,0.119818029
6756,Solyc03g119220.2.1,0.028298578
11527,Solyc06g075580.2.1,0.033641915
16177,Solyc10g005650.2.1,0.05750931
2445,Solyc01g107640.2.1,0.044665881
4902,Solyc02g094390.2.1,0.060663606
18090,Solyc11g020300.1.1,0.089276455
11072,Solyc06g068090.2.1,0.055659749
10103,Solyc06g005560.2.1,0.278792817
3478,Solyc02g070550.2.1,0.040609623
19289,Solyc12g014400.1.1,0.046439605
14636,Solyc08g082430.2.1,0.050700554
11845,Solyc07g005330.2.1,0.061848894
3620,Solyc02g076720.2.1,0.074946355
16183,Solyc10g005730.2.1,0.055308273
7233,Solyc04g008380.2.1,0.032249012
6647,Solyc03g117890.2.1,0.180413757
19288,Solyc12g014390.1.1,0.214211749
6974,Solyc03g121910.1.1,0.079243136
8839,Solyc05g006540.2.1,0.023909488
6678,Solyc03g118240.2.1,0.049065126
16930,Solyc10g078180.1.1,0.033981622
2565,Solyc01g109350.2.1,0.033205769
19548,Solyc12g042070.1.1,0.058660154
14215,Solyc08g076470.2.1,0.08041808
7465,Solyc04g015030.2.1,0.050907909
18428,Solyc11g065750.1.1,0.042317549
1124,Solyc01g080810.2.1,0.151570919
17440,Solyc10g086410.2.1,0.081738089
19732,Solyc12g056580.1.1,0.036924976
7618,Solyc04g025990.2.1,0.022804911
2766,Solyc01g111990.2.1,0.148917132
6792,Solyc03g119690.1.1,0.094003127
1055,Solyc01g079870.2.1,0.034730913
10299,Solyc06g009520.2.1,0.030967695
19588,Solyc12g043020.1.1,0.033795317
6703,Solyc03g118530.2.1,0.047835301
6141,Solyc03g111200.2.1,0.031027644
1512,Solyc01g094060.2.1,0.04777703
8537,Solyc04g080570.2.1,0.047936218
54,Solyc00g011890.2.1,0.166636356
1943,Solyc01g099690.2.1,0.112847243
3468,Solyc02g070440.2.1,0.019668479
18962,Solyc12g006790.1.1,0.093390102
16059,Solyc09g092510.2.1,0.133300701
18598,Solyc11g069000.1.1,0.053193966
16109,Solyc09g098280.2.1,0.102929313
1805,Solyc01g097810.2.1,0.045104114
3675,Solyc02g077660.2.1,0.06342232
9022,Solyc05g009030.2.1,0.075280983
14115,Solyc08g075160.2.1,0.031438162
1218,Solyc01g087120.2.1,0.03142462
4869,Solyc02g093900.2.1,0.0288984
19662,Solyc12g049410.1.1,0.021678645
13272,Solyc08g005010.2.1,0.108378742
5457,Solyc03g044380.2.1,0.022676898
15640,Solyc09g074420.2.1,0.144141005
8214,Solyc04g076310.2.1,0.045452972
4816,Solyc02g093300.2.1,0.175595599
7414,Solyc04g012060.2.1,0.321335969
15205,Solyc09g015830.1.1,0.067509377
17151,Solyc10g081180.1.1,0.099347859
9026,Solyc05g009080.2.1,0.202815694
11324,Solyc06g072710.2.1,0.182084557
8787,Solyc05g005750.2.1,0.066056084
15380,Solyc09g059310.2.1,0.024725344
18639,Solyc11g069490.1.1,0.041913526
4220,Solyc02g085100.2.1,0.321430537
3137,Solyc02g063450.2.1,0.209570554
11469,Solyc06g074650.2.1,0.038184792
13932,Solyc08g067030.2.1,0.072290783
2578,Solyc01g109510.2.1,0.051342659
4278,Solyc02g085870.2.1,0.210823034
16,Solyc00g006800.2.1,0.056514635
10150,Solyc06g007200.2.1,0.019838487
2085,Solyc01g102510.2.1,0.043279981
16110,Solyc09g098290.2.1,0.055017936
5216,Solyc03g025410.2.1,0.076201202
12096,Solyc07g008720.2.1,0.081332614
8753,Solyc05g005180.2.1,0.264461126
9431,Solyc05g018570.2.1,0.020281063
1770,Solyc01g097330.2.1,0.081249064
8416,Solyc04g078940.2.1,0.030337242
16162,Solyc10g005490.2.1,0.028884306
18775,Solyc11g072340.1.1,0.038782478
2758,Solyc01g111890.2.1,0.063481915
14203,Solyc08g076320.2.1,0.069029746
14657,Solyc08g082700.2.1,0.034635827
2977,Solyc02g036370.2.1,0.523961409
19242,Solyc12g013810.1.1,0.081821755
16421,Solyc10g009070.2.1,0.073788909
4926,Solyc02g094640.2.1,0.105643715
3376,Solyc02g069090.2.1,0.043966483
18478,Solyc11g066440.1.1,0.027581293
18482,Solyc11g066480.1.1,0.081768407
17185,Solyc10g081580.1.1,0.047009332
6449,Solyc03g115250.2.1,0.075338218
1266,Solyc01g087780.2.1,0.102439307
3611,Solyc02g075610.2.1,0.05206975
3892,Solyc02g080570.2.1,0.070628583
3111,Solyc02g063090.2.1,0.033860244
14634,Solyc08g082410.2.1,0.084834886
9000,Solyc05g008630.2.1,0.05738451
12744,Solyc07g053970.2.1,0.024582282
15918,Solyc09g090510.2.1,0.1390586
1580,Solyc01g094930.2.1,0.026805367
10552,Solyc06g051080.2.1,0.092825911
391,Solyc01g008080.2.1,0.058362849
2268,Solyc01g104920.2.1,0.023677333
15982,Solyc09g091430.2.1,0.081619282
1649,Solyc01g095740.2.1,0.054527607
6087,Solyc03g098220.2.1,0.046285442
1128,Solyc01g080850.2.1,0.073440245
11332,Solyc06g072810.2.1,0.074343545
15324,Solyc09g055570.2.1,0.056781504
2452,Solyc01g107750.2.1,0.02857634
3225,Solyc02g066940.2.1,0.031285192
8201,Solyc04g076180.2.1,0.030896339
1209,Solyc01g086990.2.1,0.073427211
11541,Solyc06g075830.1.1,0.194797838
5076,Solyc03g007100.2.1,0.038186206
5669,Solyc03g078290.2.1,0.078099012
5875,Solyc03g093640.2.1,0.036554607
552,Solyc01g010760.2.1,0.049372604
3392,Solyc02g069290.2.1,0.525370474
14014,Solyc08g068310.2.1,0.031561454
13273,Solyc08g005020.2.1,0.159590669
9903,Solyc05g054410.2.1,0.029065278
19460,Solyc12g035670.1.1,0.04510763
1065,Solyc01g080070.2.1,0.093046142
4592,Solyc02g090190.1.1,0.077209459
9236,Solyc05g013220.2.1,0.111830712
15038,Solyc09g010500.2.1,0.074846685
17868,Solyc11g011380.1.1,0.315297969
19631,Solyc12g044720.1.1,0.036440479
2642,Solyc01g110380.2.1,0.022958063
5768,Solyc03g082890.2.1,0.084574455
10046,Solyc05g056300.2.1,0.141841627
1754,Solyc01g097120.2.1,0.033536717
2118,Solyc01g102940.2.1,0.029950199
17508,Solyc11g005450.1.1,0.076734523
19351,Solyc12g017630.1.1,0.030672817
1682,Solyc01g096240.2.1,0.122607166
1221,Solyc01g087170.2.1,0.056207919
3214,Solyc02g065680.2.1,0.054221093
278,Solyc01g006510.2.1,0.063535008
1527,Solyc01g094290.2.1,0.051097944
5398,Solyc03g034200.2.1,0.052632771
14269,Solyc08g077220.2.1,0.032035539
10272,Solyc06g009060.2.1,0.03029317
9622,Solyc05g049950.2.1,0.215596915
6559,Solyc03g116810.2.1,0.018902251
8521,Solyc04g080280.2.1,0.069993499
6016,Solyc03g097270.2.1,0.052097121
6971,Solyc03g121880.2.1,0.031915824
12934,Solyc07g062140.2.1,0.035672087
4111,Solyc02g083640.2.1,0.03300238
9383,Solyc05g015980.2.1,0.064000317
8879,Solyc05g007020.2.1,0.256876079
19943,Solyc12g095910.1.1,0.037548985
7205,Solyc04g007910.2.1,0.050738057
2178,Solyc01g103680.2.1,0.031253989
15490,Solyc09g064860.2.1,0.067467757
16909,Solyc10g076870.1.1,0.031228218
13948,Solyc08g067260.2.1,0.106499953
6488,Solyc03g115760.2.1,0.045878114
13142,Solyc07g065050.2.1,0.121583098
1113,Solyc01g080670.2.1,0.123363577
7985,Solyc04g071120.2.1,0.296790317
6978,Solyc03g121950.2.1,0.124192577
10983,Solyc06g065730.2.1,0.0387946
4936,Solyc03g005090.2.1,0.044001569
5728,Solyc03g081320.2.1,0.040538872
9598,Solyc05g047460.2.1,0.113383756
11317,Solyc06g072580.2.1,0.048511509
16189,Solyc10g005800.2.1,0.031406244
17247,Solyc10g083500.1.1,0.182483032
20120,Solyc12g099650.1.1,0.120525939
8744,Solyc05g005080.2.1,0.084223293
14008,Solyc08g068230.2.1,0.173394353
14542,Solyc08g081140.2.1,0.070369265
11657,Solyc06g082580.2.1,0.038246501
1703,Solyc01g096490.2.1,0.077688859
8586,Solyc04g081200.2.1,0.09923969
11321,Solyc06g072660.2.1,0.356627719
8660,Solyc04g082140.2.1,0.191090214
11724,Solyc06g083460.2.1,0.039492644
13866,Solyc08g065980.2.1,0.059161007
2651,Solyc01g110480.2.1,0.027082585
373,Solyc01g007860.2.1,0.044809316
4853,Solyc02g093720.2.1,0.059909405
4392,Solyc02g087400.1.1,0.040442965
1177,Solyc01g081500.2.1,0.053759268
4964,Solyc03g005450.2.1,0.330944122
6296,Solyc03g113240.2.1,0.096252257
15021,Solyc09g010280.2.1,0.060860509
5209,Solyc03g025340.1.1,0.100251008
290,Solyc01g006700.2.1,0.035270031
2129,Solyc01g103080.2.1,0.030556066
2932,Solyc02g031840.2.1,0.096980356
15239,Solyc09g018730.2.1,0.0263893
19406,Solyc12g021280.1.1,0.097195825
2222,Solyc01g104270.2.1,0.05797121
18540,Solyc11g067160.1.1,0.157447509
9625,Solyc05g049980.2.1,0.115334356
17261,Solyc10g083720.1.1,0.056482675
4165,Solyc02g084410.2.1,1.001731187
20093,Solyc12g099260.1.1,0.069102202
6271,Solyc03g112910.2.1,0.031100723
6310,Solyc03g113450.2.1,0.083740418
7694,Solyc04g049140.2.1,0.160039013
12456,Solyc07g043320.2.1,0.075881166
15952,Solyc09g090940.2.1,0.025947815
6776,Solyc03g119460.2.1,0.058305516
