"","genes","pen$tagwise.dispersion"
"11324","Solyc06g072710.2.1",0.60515949216008
"8787","Solyc05g005750.2.1",0.146721985364973
"15380","Solyc09g059310.2.1",0.150776157121084
"18639","Solyc11g069490.1.1",0.0665275392558032
"4220","Solyc02g085100.2.1",0.299687251381416
"3137","Solyc02g063450.2.1",0.21173071595984
"11469","Solyc06g074650.2.1",0.0461801547406506
"13932","Solyc08g067030.2.1",0.149260694942331
"2578","Solyc01g109510.2.1",0.130319517557901
"4278","Solyc02g085870.2.1",0.131315887321019
"16","Solyc00g006800.2.1",0.228361523283339
"10150","Solyc06g007200.2.1",0.159183374062295
"2085","Solyc01g102510.2.1",0.0564929128690997
"16110","Solyc09g098290.2.1",0.10098032883777
"5216","Solyc03g025410.2.1",0.437300338890684
"12096","Solyc07g008720.2.1",0.0785324534810278
"8753","Solyc05g005180.2.1",0.225143743721538
"9431","Solyc05g018570.2.1",0.0516409550338247
"1770","Solyc01g097330.2.1",0.107067534722109
"8416","Solyc04g078940.2.1",0.727280946547019
"16162","Solyc10g005490.2.1",0.0541255056804507
"18775","Solyc11g072340.1.1",0.0499244259272373
"2758","Solyc01g111890.2.1",0.10169894679855
"14203","Solyc08g076320.2.1",0.0780584529363462
"14657","Solyc08g082700.2.1",0.0532217000479569
"2977","Solyc02g036370.2.1",0.41004593980296
"19242","Solyc12g013810.1.1",0.649512171002453
"16421","Solyc10g009070.2.1",0.229497220534217
"4926","Solyc02g094640.2.1",0.0455848794744398
"3376","Solyc02g069090.2.1",0.12750587241615
"18478","Solyc11g066440.1.1",0.241363142063935
"18482","Solyc11g066480.1.1",0.112702049473975
"17185","Solyc10g081580.1.1",0.175219455200606
"6449","Solyc03g115250.2.1",0.119256190565836
"1266","Solyc01g087780.2.1",2.69190055985939
"3611","Solyc02g075610.2.1",0.0647815718819005
"3892","Solyc02g080570.2.1",0.159470996793972
"3111","Solyc02g063090.2.1",0.235418900629187
"14634","Solyc08g082410.2.1",0.0877575457863466
"9000","Solyc05g008630.2.1",0.0805415167809644
"12744","Solyc07g053970.2.1",0.0467411864146981
"15918","Solyc09g090510.2.1",0.389868554071162
"1580","Solyc01g094930.2.1",0.0625015305223599
"10552","Solyc06g051080.2.1",0.391454084243235
"391","Solyc01g008080.2.1",0.0860959000188879
"2268","Solyc01g104920.2.1",0.0595743317677379
"15982","Solyc09g091430.2.1",0.0653576180569408
"1649","Solyc01g095740.2.1",0.0988685468426451
"6087","Solyc03g098220.2.1",0.0625971891693997
"1128","Solyc01g080850.2.1",0.0772530159473292
"11332","Solyc06g072810.2.1",0.640029603436027
"15324","Solyc09g055570.2.1",0.0994029244661122
"2452","Solyc01g107750.2.1",0.0491832660482128
"3225","Solyc02g066940.2.1",0.0557179832612687
"8201","Solyc04g076180.2.1",0.0795210630628102
"1209","Solyc01g086990.2.1",0.0809555814245116
"11541","Solyc06g075830.1.1",0.613956911860738
"5076","Solyc03g007100.2.1",0.232729637929692
"5669","Solyc03g078290.2.1",0.232541382152758
"5875","Solyc03g093640.2.1",0.044916066434524
"552","Solyc01g010760.2.1",0.0675904136768229
"3392","Solyc02g069290.2.1",0.41344895096428
"14014","Solyc08g068310.2.1",0.143608687025706
"13273","Solyc08g005020.2.1",0.259298005329191
"9903","Solyc05g054410.2.1",0.124307444089226
"19460","Solyc12g035670.1.1",0.0600174213148599
"1065","Solyc01g080070.2.1",0.278244624227823
"4592","Solyc02g090190.1.1",0.0947841794015921
"9236","Solyc05g013220.2.1",0.0611165054719043
"15038","Solyc09g010500.2.1",0.125101724377514
"17868","Solyc11g011380.1.1",0.548521785382796
"19631","Solyc12g044720.1.1",0.0977620214429075
"2642","Solyc01g110380.2.1",0.203869393939385
"5768","Solyc03g082890.2.1",0.290199628192838
"10046","Solyc05g056300.2.1",0.383661069073646
"1754","Solyc01g097120.2.1",0.12690133798361
"2118","Solyc01g102940.2.1",0.0968139496893062
"17508","Solyc11g005450.1.1",0.356098876702771
"19351","Solyc12g017630.1.1",0.0625907389636755
"1682","Solyc01g096240.2.1",0.267325347878549
"1221","Solyc01g087170.2.1",0.0608954061185452
"3214","Solyc02g065680.2.1",0.190359020176382
"278","Solyc01g006510.2.1",0.355759173328163
"1527","Solyc01g094290.2.1",0.165739039880165
"5398","Solyc03g034200.2.1",2.54168377113631
"14269","Solyc08g077220.2.1",0.0874841589163329
"10272","Solyc06g009060.2.1",0.0931565530928345
"9622","Solyc05g049950.2.1",0.329327739297378
"6559","Solyc03g116810.2.1",0.0419857125152219
"8521","Solyc04g080280.2.1",0.0508582905649291
"6016","Solyc03g097270.2.1",0.0473663581282923
"6971","Solyc03g121880.2.1",0.0956017045498622
"12934","Solyc07g062140.2.1",0.0709379219220258
"4111","Solyc02g083640.2.1",0.508460177538697
"9383","Solyc05g015980.2.1",0.127011745692487
"8879","Solyc05g007020.2.1",0.453137889083159
"19943","Solyc12g095910.1.1",0.150663665422572
"7205","Solyc04g007910.2.1",0.688243510427636
"2178","Solyc01g103680.2.1",0.0900796142179743
"15490","Solyc09g064860.2.1",0.226189959535236
"16909","Solyc10g076870.1.1",0.0596119893233953
"13948","Solyc08g067260.2.1",0.0405784455150489
"6488","Solyc03g115760.2.1",0.0882409699804969
"13142","Solyc07g065050.2.1",0.0818054689733711
"1113","Solyc01g080670.2.1",0.0782200719638827
"7985","Solyc04g071120.2.1",0.333584801957478
"6978","Solyc03g121950.2.1",0.0692849123245616
"10983","Solyc06g065730.2.1",0.0781316387603881
"4936","Solyc03g005090.2.1",0.18303800155382
"5728","Solyc03g081320.2.1",0.224932006071125
"9598","Solyc05g047460.2.1",0.0940779637092281
"11317","Solyc06g072580.2.1",0.190409578324501
"16189","Solyc10g005800.2.1",0.116006334675131
"17247","Solyc10g083500.1.1",0.631658076671128
"20120","Solyc12g099650.1.1",0.755791068699945
"8744","Solyc05g005080.2.1",0.108232336004323
"14008","Solyc08g068230.2.1",0.509495797148627
"14542","Solyc08g081140.2.1",0.304206381305866
"11657","Solyc06g082580.2.1",0.0588211931926164
"1703","Solyc01g096490.2.1",0.0737757708371516
"8586","Solyc04g081200.2.1",0.455579227322437
"11321","Solyc06g072660.2.1",0.387185764437537
"8660","Solyc04g082140.2.1",0.235331760164247
"11724","Solyc06g083460.2.1",0.0352719905806846
"13866","Solyc08g065980.2.1",0.0522329789253257
"2651","Solyc01g110480.2.1",0.0587322347792818
"373","Solyc01g007860.2.1",0.0491690462991843
"4853","Solyc02g093720.2.1",0.146187451308123
"4392","Solyc02g087400.1.1",0.216982561452276
"1177","Solyc01g081500.2.1",0.0835008666181735
"4964","Solyc03g005450.2.1",0.351722487410999
"6296","Solyc03g113240.2.1",0.532463227808436
"15021","Solyc09g010280.2.1",0.140482010347954
"5209","Solyc03g025340.1.1",0.298428352460173
"290","Solyc01g006700.2.1",0.184357820760097
"2129","Solyc01g103080.2.1",0.0619637998320378
"2932","Solyc02g031840.2.1",0.249858949744952
"15239","Solyc09g018730.2.1",0.0395718803143771
"19406","Solyc12g021280.1.1",0.277024969727098
"2222","Solyc01g104270.2.1",0.131626366033402
"18540","Solyc11g067160.1.1",0.297297954482175
"9625","Solyc05g049980.2.1",0.467375104950473
"17261","Solyc10g083720.1.1",0.0608804372185354
"4165","Solyc02g084410.2.1",1.8512656409303
"20093","Solyc12g099260.1.1",0.238138576376584
"6271","Solyc03g112910.2.1",0.0390196629746572
"6310","Solyc03g113450.2.1",0.929799818315463
"7694","Solyc04g049140.2.1",0.43040127275011
"12456","Solyc07g043320.2.1",0.440211993673476
"15952","Solyc09g090940.2.1",0.0496232523003442
"6776","Solyc03g119460.2.1",0.108091161194579
"12392","Solyc07g042180.2.1",0.0589252339944384
"5321","Solyc03g031950.1.1",0.105424890739171
"6105","Solyc03g098600.2.1",0.248591619954912
"2517","Solyc01g108660.2.1",0.0866112928200473
"9276","Solyc05g013740.2.1",0.25379263988311
"9515","Solyc05g032660.2.1",0.235483508699538
"4478","Solyc02g088610.2.1",0.0972849176846579
"1131","Solyc01g080880.2.1",0.041738181350906
"2164","Solyc01g103530.2.1",0.149732240507733
"11740","Solyc06g083660.2.1",0.0477937502848681
"7430","Solyc04g014460.2.1",0.0383096907677734
"4451","Solyc02g088220.2.1",0.0993496900902569
"13721","Solyc08g048500.2.1",0.0766278574665931
"11479","Solyc06g074780.1.1",0.125314031192336
"2275","Solyc01g105020.2.1",0.244309378562282
"13381","Solyc08g006640.2.1",0.141619612292785
"18104","Solyc11g020810.1.1",0.162862829848257
"19287","Solyc12g014380.1.1",0.0821831517107626
"8164","Solyc04g074730.1.1",0.13982430417547
"5877","Solyc03g093690.2.1",0.36586223025396
"3875","Solyc02g080390.2.1",0.56767308683725
"1009","Solyc01g079350.2.1",0.1059120779374
"14586","Solyc08g081760.1.1",0.105194308878066
"295","Solyc01g006800.2.1",0.0688069206085464
"17091","Solyc10g080440.1.1",0.047032706330516
"16356","Solyc10g008110.2.1",0.0747579292380953
"11642","Solyc06g082360.2.1",0.0776022765882444
"14076","Solyc08g074440.2.1",0.103520886436267
"5079","Solyc03g007130.2.1",0.510420213060261
"4882","Solyc02g094090.2.1",0.0575332329038762
"17049","Solyc10g079860.1.1",1.35039888462326
"688","Solyc01g049890.2.1",0.0899616029383895
"17923","Solyc11g012320.1.1",0.294737232224745
"14644","Solyc08g082530.2.1",0.145610881668267
"10463","Solyc06g043150.2.1",0.561839137271719
"15320","Solyc09g055260.2.1",0.0975823568584109
"6478","Solyc03g115650.2.1",0.127865694568762
"3929","Solyc02g081190.2.1",0.260579564729722
"13609","Solyc08g016510.2.1",0.0853171797715113
"1562","Solyc01g094700.2.1",0.110458004250778
"9089","Solyc05g009990.2.1",0.148739521474996
"17658","Solyc11g007580.1.1",0.0639359863836131
"8937","Solyc05g007810.2.1",0.0705575475268291
"7828","Solyc04g054310.2.1",0.421876231309443
"2605","Solyc01g109870.2.1",0.111463458728042
"13654","Solyc08g029090.2.1",0.190522603726797
"1704","Solyc01g096500.2.1",0.072683545985176
"12116","Solyc07g009140.2.1",0.0800514927126959
"82","Solyc00g024150.2.1",0.267676292477435
"7015","Solyc03g123500.2.1",0.0823646336472849
"19384","Solyc12g019550.1.1",0.481002147923635
"12775","Solyc07g054490.2.1",0.0537570510268134
"11784","Solyc06g084160.2.1",0.0428641457954807
"18977","Solyc12g006990.1.1",0.0531570685524141
"9944","Solyc05g054970.2.1",0.0576720216498934
"12906","Solyc07g056660.2.1",0.0806658896646023
"4101","Solyc02g083540.2.1",0.0860033280695555
"15140","Solyc09g013130.2.1",0.116667291214504
"9032","Solyc05g009190.2.1",0.0670064031622579
"16203","Solyc10g005960.1.1",0.0401128625623072
"3786","Solyc02g079060.2.1",0.121604826344042
"12287","Solyc07g032380.2.1",0.240935765188694
"14622","Solyc08g082250.2.1",0.166368378257569
"15814","Solyc09g082980.2.1",0.0862232950793644
"16507","Solyc10g017850.2.1",0.598413812579024
"167","Solyc00g282510.1.1",0.106242252121019
"5368","Solyc03g033560.2.1",0.0459246487336332
"7937","Solyc04g063350.2.1",0.257377537991292
"1734","Solyc01g096870.2.1",0.20700228527786
"17708","Solyc11g008280.1.1",0.0616844350013154
"17550","Solyc11g006060.1.1",0.182061297429968
"309","Solyc01g006960.2.1",0.0549567174742335
"12063","Solyc07g008190.2.1",0.0672649058971711
"15688","Solyc09g075130.2.1",0.123414169974226
"5265","Solyc03g026040.2.1",0.435808762528986
"14616","Solyc08g082170.2.1",0.122705288499242
"1554","Solyc01g094620.2.1",0.115179077515743
"12448","Solyc07g043160.1.1",0.271788909094257
"7209","Solyc04g007970.2.1",0.271155476522408
"10909","Solyc06g064550.2.1",0.161469278503205
"17084","Solyc10g080350.1.1",0.191601366683107
"3588","Solyc02g072160.2.1",0.299699434560348
"6133","Solyc03g111090.2.1",0.0363436032834444
"8138","Solyc04g074410.1.1",0.148708279511025
"10703","Solyc06g054540.2.1",0.789602747767019
"9679","Solyc05g050970.2.1",0.208535551034852
"18026","Solyc11g017040.1.1",0.116415182512955
"6955","Solyc03g121660.2.1",0.133634162062668
"4005","Solyc02g082190.2.1",0.194758533454399
"15027","Solyc09g010380.2.1",0.198662757386694
"20139","Solyc12g099910.1.1",0.0359307918063645
"3104","Solyc02g063010.2.1",0.0725085732661535
"14166","Solyc08g075840.2.1",0.227073696569107
"11960","Solyc07g006820.2.1",0.050468861620895
"311","Solyc01g006980.2.1",0.104107837157881
"9821","Solyc05g053240.2.1",0.0863170335044529
"16060","Solyc09g092520.2.1",0.340058764893521
"4026","Solyc02g082460.2.1",0.0610974852607243
"12864","Solyc07g056050.1.1",0.0662189941357825
"12599","Solyc07g049480.2.1",0.150672857773529
"7858","Solyc04g054980.2.1",0.154542792478348
"15250","Solyc09g019970.2.1",0.0651069238268639
"10048","Solyc05g056320.2.1",0.262796019110317
"18093","Solyc11g020610.1.1",0.173438348607568
"18630","Solyc11g069400.1.1",0.0903346105430133
"6729","Solyc03g118840.2.1",0.0645351413016362
"14773","Solyc09g005980.2.1",0.142977075905968
"10738","Solyc06g060140.2.1",0.108522371753537
"8792","Solyc05g005800.2.1",0.147814831854209
"11212","Solyc06g071120.2.1",0.0631416061183265
"19405","Solyc12g021230.1.1",0.149369360974599
"20028","Solyc12g098150.1.1",0.0788208249367926
"2353","Solyc01g106210.2.1",0.171013274191429
"12419","Solyc07g042700.2.1",0.0755432372633816
"15617","Solyc09g073000.2.1",0.228779787459305
"2801","Solyc02g005210.2.1",0.375794557783567
"17257","Solyc10g083650.1.1",0.139873549514624
"16411","Solyc10g008950.2.1",0.102238334121588
"6266","Solyc03g112850.2.1",0.117440914860416
"7385","Solyc04g011400.2.1",0.0535807566826684
"16983","Solyc10g078950.1.1",0.0347346000469905
"12535","Solyc07g045540.2.1",0.424197505254244
"6108","Solyc03g098630.2.1",0.16271382003401
"13179","Solyc07g065530.1.1",0.69556309151493
"9139","Solyc05g011920.2.1",0.115265321167121
"1889","Solyc01g098980.2.1",0.524443698982307
"11976","Solyc07g007060.1.1",0.0681260547727467
"16033","Solyc09g092110.2.1",0.526989910809687
"7494","Solyc04g015450.2.1",0.254694025424466
"5972","Solyc03g096730.2.1",0.170730491635319
"16304","Solyc10g007390.2.1",0.0731028403963631
"5306","Solyc03g031760.2.1",0.178999903327069
"11440","Solyc06g074210.2.1",0.0825869872429335
"19908","Solyc12g094490.1.1",0.0945105140391957
"10470","Solyc06g048470.2.1",0.159012615887653
"12306","Solyc07g039190.2.1",0.396064946223935
"7709","Solyc04g049490.2.1",0.0470495212853097
"237","Solyc01g005960.2.1",0.059342323587897
"8387","Solyc04g078590.2.1",0.556720297621471
"9646","Solyc05g050500.1.1",0.447541244259732
"13182","Solyc07g065600.2.1",0.59176796761296
"15319","Solyc09g055230.2.1",0.111516627590003
"1432","Solyc01g091120.2.1",0.0739108606151024
"7036","Solyc03g123760.2.1",0.199816298220473
"15753","Solyc09g076000.2.1",0.130149541072082
"3741","Solyc02g078540.2.1",0.0868260566961468
"13034","Solyc07g063550.2.1",0.111218904131036
"12805","Solyc07g055060.2.1",0.726262275985902
"18794","Solyc11g072590.1.1",0.182101035798148
"400","Solyc01g008180.2.1",0.0933607752513609
"8628","Solyc04g081730.2.1",0.0698201184680487
"4033","Solyc02g082540.2.1",0.076559944155673
"8016","Solyc04g071650.2.1",0.0785049128888831
"7770","Solyc04g050930.2.1",0.223834201832194
"15466","Solyc09g064450.2.1",0.0332369776380075
"15672","Solyc09g074950.2.1",0.0431047589965471
"4341","Solyc02g086740.1.1",0.257871670180032
"14543","Solyc08g081150.2.1",0.071067829655448
"14168","Solyc08g075860.2.1",0.181981824647417
"3717","Solyc02g078230.1.1",0.107447346790799
"4576","Solyc02g089970.2.1",0.12162980729201
"11720","Solyc06g083420.1.1",0.0537282464663083
"9380","Solyc05g015920.2.1",0.0682001542548772
"15802","Solyc09g082760.2.1",1.3589135225556
"9427","Solyc05g018490.2.1",0.132619402963367
"7930","Solyc04g063240.2.1",0.563561271320662
"11131","Solyc06g068910.2.1",0.456980390329081
"5504","Solyc03g051810.2.1",0.286807005838842
"2737","Solyc01g111650.2.1",0.08094536660445
"3001","Solyc02g043860.2.1",0.060336253315096
"9179","Solyc05g012380.2.1",0.283789734370234
"11147","Solyc06g069170.2.1",0.388084033576845
"12151","Solyc07g016200.2.1",0.185339574210978
"8666","Solyc04g082260.2.1",0.0727500035974798
"16242","Solyc10g006480.1.1",0.491968216145815
"3936","Solyc02g081290.2.1",0.0968325165798542
"9407","Solyc05g017980.2.1",0.125763440740176
"5483","Solyc03g045090.2.1",0.052313450559625
"11674","Solyc06g082840.2.1",0.0482287568771167
"14074","Solyc08g074410.2.1",0.0467485443589657
"12551","Solyc07g047790.2.1",0.332073578626705
"11681","Solyc06g082910.2.1",0.609606872479873
"16106","Solyc09g098240.2.1",0.0718457082142788
"6975","Solyc03g121920.2.1",0.171819522781006
"14080","Solyc08g074500.2.1",0.0460894265576131
"1506","Solyc01g094000.2.1",0.092903280845639
"9158","Solyc05g012130.2.1",0.0843958778642105
"13881","Solyc08g066180.2.1",0.0760236585970042
"17834","Solyc11g010920.1.1",0.461944353269559
"6738","Solyc03g119010.2.1",0.0598373732710895
"16801","Solyc10g055650.1.1",0.067426814293746
"4795","Solyc02g093060.2.1",0.0598479341390607
"19044","Solyc12g008840.1.1",1.03553886791406
"6775","Solyc03g119450.2.1",0.100345625628496
"8196","Solyc04g076100.2.1",0.274468857527348
"12417","Solyc07g042680.2.1",0.0963581713318742
"3383","Solyc02g069160.2.1",0.0501872255076153
"4929","Solyc03g005010.2.1",0.100599036277846
"4573","Solyc02g089940.2.1",0.120475125891084
"17618","Solyc11g006960.1.1",0.108513137045809
"11900","Solyc07g005990.2.1",0.030619322764917
"8892","Solyc05g007180.2.1",0.134215789946168
"20111","Solyc12g099510.1.1",0.106589569813268
"10137","Solyc06g006080.2.1",0.499421724678861
"8968","Solyc05g008200.2.1",0.0476017748497324
"9397","Solyc05g016440.2.1",0.0447063194537626
"11171","Solyc06g069480.2.1",0.0770935153594259
"256","Solyc01g006190.2.1",0.0466374289532306
"13305","Solyc08g005450.1.1",0.147722012040367
"19037","Solyc12g008760.1.1",0.0874977580772151
"15171","Solyc09g014790.2.1",0.112190473384787
"11613","Solyc06g076970.2.1",0.0658230158486836
"20067","Solyc12g098830.1.1",0.106418380895548
"319","Solyc01g007100.2.1",0.20533596429921
"1249","Solyc01g087560.2.1",0.145555087308919
"13328","Solyc08g005910.2.1",0.0892717706402553
"14566","Solyc08g081410.2.1",0.0597284523549188
"10034","Solyc05g056160.2.1",0.0608800133970083
"10694","Solyc06g054420.2.1",0.102317081318859
"14803","Solyc09g007280.2.1",0.129227574629187
"4384","Solyc02g087300.1.1",0.0428775751537109
"13393","Solyc08g006790.2.1",0.567643909151393
"15061","Solyc09g010830.2.1",0.0476213262843117
"6840","Solyc03g120280.1.1",0.0864713469051344
"4762","Solyc02g092640.2.1",0.0685318077279861
"3226","Solyc02g066950.2.1",0.134737742704226
"19930","Solyc12g095780.1.1",0.185272053214464
"6408","Solyc03g114730.2.1",0.0548666291474005
"2715","Solyc01g111400.2.1",0.0923690390527337
"14761","Solyc09g005760.2.1",0.0525587601914925
"985","Solyc01g074000.2.1",0.519184987808334
"6366","Solyc03g114140.2.1",0.0785569128136264
"1176","Solyc01g081490.2.1",0.232089279871646
"2745","Solyc01g111730.2.1",0.0491663657457667
"16944","Solyc10g078370.1.1",0.922660029744737
"4544","Solyc02g089550.2.1",0.0543902900455027
"20083","Solyc12g099090.1.1",0.0579091052972063
"5659","Solyc03g078080.2.1",0.129667862549708
"6705","Solyc03g118550.2.1",0.0435579641958527
"4130","Solyc02g083890.2.1",0.519881637170806
"14207","Solyc08g076370.2.1",0.247880047975567
"304","Solyc01g006900.2.1",0.203102598419099
"7899","Solyc04g056580.2.1",0.730123407918515
"10050","Solyc05g056340.2.1",0.0657615612181679
"6191","Solyc03g111810.2.1",0.179283362196088
"15123","Solyc09g011840.1.1",0.0973360445577931
"6655","Solyc03g117970.2.1",0.31534650943166
"9045","Solyc05g009370.2.1",0.239343705225869
"19947","Solyc12g095950.1.1",0.0742441837952544
"392","Solyc01g008090.2.1",0.132319298186226
"19963","Solyc12g096150.1.1",0.117276930861216
"8594","Solyc04g081280.2.1",0.102791916758249
"11399","Solyc06g073740.2.1",0.1869193159603
"10999","Solyc06g065990.1.1",0.508920331580492
"307","Solyc01g006940.2.1",0.218199603877607
"6584","Solyc03g117120.2.1",0.177718042398486
"11243","Solyc06g071490.1.1",0.281367119760904
"19319","Solyc12g015860.1.1",0.0827629147224859
"8543","Solyc04g080630.2.1",0.295855658560867
"17246","Solyc10g083490.1.1",0.0614500505665104
"20096","Solyc12g099290.1.1",0.3115681009049
"13303","Solyc08g005430.2.1",0.328998974781367
"13364","Solyc08g006420.2.1",0.0295020034640053
"1708","Solyc01g096540.2.1",0.0491293206295142
"3152","Solyc02g064670.1.1",0.153163918614184
"11230","Solyc06g071330.2.1",0.37563994086355
"15775","Solyc09g082370.2.1",0.326420229697269
"19100","Solyc12g009560.1.1",0.159146204641226
"6782","Solyc03g119540.2.1",0.624794725103164
"15403","Solyc09g060080.2.1",0.0812110449930507
"735","Solyc01g057760.2.1",0.131303117923868
"18061","Solyc11g018580.1.1",0.0295337901664296
"2183","Solyc01g103740.2.1",0.168813066524277
"6845","Solyc03g120350.2.1",0.0535999908753592
"15757","Solyc09g076040.2.1",0.106531624454314
"18980","Solyc12g007020.1.1",0.646680025065185
"310","Solyc01g006970.2.1",0.0610419846767294
"1604","Solyc01g095200.2.1",0.0831456105319729
"2104","Solyc01g102760.2.1",0.105226939745411
"1400","Solyc01g090690.2.1",0.0629841069324467
"18516","Solyc11g066900.1.1",0.104469762152415
"14206","Solyc08g076360.2.1",0.0955394397676875
"15153","Solyc09g014380.2.1",0.136697549762417
"15536","Solyc09g065590.2.1",0.716898302638363
"16649","Solyc10g047320.1.1",0.0521679587695032
"20058","Solyc12g098640.1.1",0.0404407598902547
"12973","Solyc07g062730.1.1",0.152789603206033
"11132","Solyc06g068920.2.1",0.045343553215561
"7667","Solyc04g045480.2.1",0.0619211391683106
"8578","Solyc04g081070.2.1",0.0604527409654003
"10357","Solyc06g017970.2.1",0.136464351988354
"2303","Solyc01g105410.2.1",0.209601572580861
"6961","Solyc03g121730.2.1",0.221568585841695
"7351","Solyc04g009960.2.1",0.354305880345431
"12851","Solyc07g055860.2.1",0.0618555651257646
"14101","Solyc08g074790.2.1",0.0802696515596354
"6253","Solyc03g112670.2.1",0.279689685715063
"15847","Solyc09g083390.1.1",0.210908253599662
"5328","Solyc03g032040.2.1",0.143140720995608
"3728","Solyc02g078380.2.1",0.145959714284814
"12967","Solyc07g062660.2.1",0.0660783093622268
"19071","Solyc12g009200.1.1",0.92156660738242
"11974","Solyc07g007040.2.1",0.041978487273164
"14811","Solyc09g007360.2.1",0.283933759335842
"6219","Solyc03g112270.2.1",0.0808795499246759
"7041","Solyc03g123840.2.1",0.0530014511467298
"12160","Solyc07g017490.2.1",0.0750750750005467
"12083","Solyc07g008540.2.1",0.239805170825273
"16213","Solyc10g006090.2.1",0.0535205278308643
"16824","Solyc10g062340.1.1",0.125933629501637
"5912","Solyc03g095250.2.1",0.0616185116724555
"994","Solyc01g079110.2.1",0.482432831302184
"12087","Solyc07g008610.1.1",0.04449248360235
"6120","Solyc03g110860.2.1",0.220872874434203
"17097","Solyc10g080520.1.1",0.168585090064185
"5258","Solyc03g025950.2.1",0.0528165759022121
"6093","Solyc03g098320.2.1",0.37517763687037
"5626","Solyc03g065340.2.1",0.0543983366431333
"6870","Solyc03g120670.2.1",0.111699286446169
"18811","Solyc11g072820.1.1",0.0976123026357696
"15774","Solyc09g082320.2.1",0.123525738855129
"16760","Solyc10g054080.1.1",0.062023697801379
"7260","Solyc04g008700.2.1",0.091891539319098
"7689","Solyc04g049070.2.1",0.0515081473095791
"18573","Solyc11g068670.1.1",0.119775013542617
"4270","Solyc02g085760.2.1",0.63291297574673
"5512","Solyc03g052980.2.1",0.0678936052293478
"5983","Solyc03g096870.2.1",0.474365005070448
"15771","Solyc09g082210.2.1",0.175622893643243
"13716","Solyc08g048390.1.1",0.0832779263969406
"18623","Solyc11g069330.1.1",0.0693795925999583
"19005","Solyc12g008370.1.1",0.0770677756213704
"19993","Solyc12g096560.1.1",0.0424408760840077
"12434","Solyc07g042910.2.1",0.0985478231897629
"16988","Solyc10g079010.1.1",0.105804810463896
"6026","Solyc03g097380.2.1",0.132938659127127
"8824","Solyc05g006240.2.1",0.0438755938485732
"1896","Solyc01g099090.2.1",0.129738267846632
"2193","Solyc01g103940.2.1",0.0855151014430162
"16143","Solyc10g005130.2.1",0.0491825305432864
"4187","Solyc02g084690.2.1",0.0589039031759833
"13888","Solyc08g066330.1.1",0.0611529896179137
"18509","Solyc11g066820.1.1",0.241673043276338
"447","Solyc01g008850.2.1",0.409506398917357
"2019","Solyc01g100610.2.1",0.125016850902116
"9432","Solyc05g018590.2.1",0.0459028553690136
"19124","Solyc12g009930.1.1",0.153877801325341
"11503","Solyc06g075160.2.1",0.138713663990755
"4916","Solyc02g094540.2.1",0.0379668028484566
"2088","Solyc01g102540.2.1",0.241266191669928
"2153","Solyc01g103410.2.1",0.141735666175496
"3986","Solyc02g081960.2.1",0.072706047078772
"15516","Solyc09g065270.2.1",0.29540324617448
"16044","Solyc09g092270.2.1",0.0779231077787046
"8887","Solyc05g007130.2.1",0.252208576451412
"3025","Solyc02g055440.2.1",0.460818405639669
"10361","Solyc06g019170.2.1",0.191039680027107
"10887","Solyc06g063240.2.1",0.0893207451558361
"8807","Solyc05g006020.2.1",0.602210596098896
"6123","Solyc03g110910.2.1",0.0828843258786453
"9867","Solyc05g053940.2.1",0.0314793631613177
"6179","Solyc03g111670.2.1",0.0848806301641304
"7977","Solyc04g070980.2.1",0.201599389485579
"17713","Solyc11g008340.1.1",0.0492997434771727
"19880","Solyc12g089040.1.1",0.0868104396554817
"5339","Solyc03g032160.2.1",0.0557792780585934
"5847","Solyc03g093260.2.1",0.314028479978247
"9658","Solyc05g050630.2.1",0.180445288764001
"11949","Solyc07g006650.2.1",0.161146752770596
"12432","Solyc07g042890.2.1",0.106276321677455
"1634","Solyc01g095580.2.1",0.243913462676067
"16928","Solyc10g078150.1.1",0.0350355847273597
"17066","Solyc10g080080.1.1",0.227355721951119
"4843","Solyc02g093590.2.1",0.100935464839569
"14370","Solyc08g078640.1.1",0.554942848952294
"1398","Solyc01g090670.2.1",0.271410370715868
"17962","Solyc11g012860.1.1",0.0396170108751718
"10459","Solyc06g043030.2.1",0.045484202189463
"11081","Solyc06g068220.2.1",0.634169970124487
"13657","Solyc08g029130.2.1",0.108612933885408
"11221","Solyc06g071230.2.1",0.334897003490982
"1898","Solyc01g099110.2.1",0.0927715769679224
"2427","Solyc01g107380.2.1",0.150507406856149
"5167","Solyc03g019760.2.1",0.0558206358982105
"16391","Solyc10g008630.2.1",0.22210805221222
"12022","Solyc07g007670.2.1",0.0434548216031669
"4872","Solyc02g093930.2.1",0.835795373816688
"20109","Solyc12g099470.1.1",0.0663564659029126
"4069","Solyc02g083130.2.1",0.213960886055881
"1481","Solyc01g091730.2.1",0.26427006859046
"2312","Solyc01g105540.2.1",0.354072990991626
"4970","Solyc03g005600.2.1",0.0851344075756
"6156","Solyc03g111380.2.1",0.199165494619971
"15806","Solyc09g082800.2.1",0.147335178483862
"8396","Solyc04g078680.2.1",0.0427375470077533
"15603","Solyc09g072770.1.1",0.404587143681379
"17691","Solyc11g008010.1.1",0.128809263356363
"16374","Solyc10g008400.1.1",0.353752869303619
"2602","Solyc01g109830.2.1",0.162844853072233
"7981","Solyc04g071040.2.1",0.0665566305219732
