"","genes","pen$tagwise.dispersion"
"3804","Solyc02g079300.2.1",0.112960638876329
"4296","Solyc02g086150.2.1",0.120788900030267
"503","Solyc01g009860.2.1",0.748135123065617
"648","Solyc01g021670.2.1",0.113089687182121
"18621","Solyc11g069310.1.1",0.0503092743916252
"2895","Solyc02g021700.2.1",0.0249115693141973
"16093","Solyc09g098070.2.1",0.124012106457843
"1435","Solyc01g091160.2.1",0.129697583275605
"5578","Solyc03g062890.2.1",0.0571879974188459
"6321","Solyc03g113610.2.1",0.0860920479789556
"18912","Solyc12g005980.1.1",0.617842605955217
"8161","Solyc04g074700.2.1",0.0782630378766667
"20112","Solyc12g099530.1.1",0.0189060589649735
"3662","Solyc02g077460.1.1",0.102588028961647
"7068","Solyc04g005080.2.1",0.0368715747170379
"421","Solyc01g008470.2.1",0.0432117019231752
"10901","Solyc06g063410.2.1",0.0334764849150292
"13504","Solyc08g008380.2.1",0.275809167790591
"16590","Solyc10g044710.1.1",0.26711777608534
"19722","Solyc12g056450.1.1",0.665439156458042
"277","Solyc01g006500.2.1",0.187834209725666
"1413","Solyc01g090850.2.1",0.0945517625732497
"11080","Solyc06g068210.1.1",0.0803938188824423
"14316","Solyc08g077940.1.1",1.28320124492299
"14816","Solyc09g007430.1.1",0.178247372013145
"3879","Solyc02g080430.2.1",0.0495764145572937
"6151","Solyc03g111330.2.1",0.0301694145269493
"13926","Solyc08g066950.2.1",0.0357370508084085
"15622","Solyc09g074090.2.1",0.595940856486667
"16896","Solyc10g076700.1.1",0.320431072986042
"17955","Solyc11g012790.1.1",0.065907476395634
"9301","Solyc05g014100.1.1",0.473242085739615
"9487","Solyc05g025810.2.1",3.56007906500573
"16071","Solyc09g092720.2.1",0.386103855144909
"9661","Solyc05g050720.2.1",0.079035130101621
"19715","Solyc12g056340.1.1",0.123996044273603
"20687","Solyc08g082190.2.1",2.44086076044533
"10737","Solyc06g060130.2.1",0.0683088620944414
"17063","Solyc10g080020.1.1",0.103514662652149
"17652","Solyc11g007510.1.1",0.0782575125675222
"17280","Solyc10g083990.1.1",0.727646263091171
"1302","Solyc01g088250.2.1",0.288434319102151
"6809","Solyc03g119890.2.1",0.0558310523904812
"12546","Solyc07g047720.2.1",0.038235280685777
"6842","Solyc03g120310.2.1",0.0442708427660424
"1333","Solyc01g088660.2.1",0.353639127887823
"1957","Solyc01g099850.2.1",0.0334845184062791
"2084","Solyc01g102500.2.1",0.0881558483825624
"5212","Solyc03g025370.2.1",0.0564818844553703
"7159","Solyc04g007230.2.1",0.0485287551600111
"18219","Solyc11g042880.1.1",0.924125528555073
"5984","Solyc03g096880.2.1",0.0224333135005459
"8426","Solyc04g079100.2.1",0.0740832728031736
"13481","Solyc08g008040.2.1",0.100496033991596
"16156","Solyc10g005370.2.1",0.272461536160452
"1788","Solyc01g097590.2.1",0.111192038359277
"7797","Solyc04g051610.2.1",0.0904273656158971
"2232","Solyc01g104460.2.1",0.0391923104055873
"7947","Solyc04g064510.2.1",0.117027248398067
"14398","Solyc08g079020.2.1",0.0856241314447136
"16023","Solyc09g091980.2.1",0.0554996233801557
"4631","Solyc02g090840.2.1",0.106631248476916
"12670","Solyc07g052970.2.1",0.0654969687971284
"14250","Solyc08g076980.2.1",0.983496334021613
"15117","Solyc09g011750.2.1",0.150766020069815
"744","Solyc01g058000.2.1",0.270834922040652
"3234","Solyc02g067070.2.1",0.0511201657171353
"15744","Solyc09g075870.1.1",1.39685621838596
"18116","Solyc11g021260.1.1",0.316324175680508
"18769","Solyc11g072270.1.1",0.112798111480037
"2464","Solyc01g107930.2.1",0.0341888220398738
"18694","Solyc11g071280.1.1",0.117424305262341
"5248","Solyc03g025830.2.1",0.0950349048646462
"8013","Solyc04g071610.2.1",0.363766849957648
"1719","Solyc01g096670.2.1",0.251036374682419
"4488","Solyc02g088730.1.1",0.107251671511382
"9164","Solyc05g012210.2.1",0.400098162258074
"13238","Solyc07g066280.2.1",0.0688243546131965
"14041","Solyc08g068880.1.1",0.107261361188946
"14455","Solyc08g079820.2.1",0.0459853275646852
"18062","Solyc11g018610.1.1",0.0469550134331063
"6200","Solyc03g112010.2.1",0.874334444667597
"19064","Solyc12g009090.1.1",0.0992154838482077
"9687","Solyc05g051060.2.1",0.450012411697821
"19142","Solyc12g010180.1.1",0.0571939727763195
"19446","Solyc12g035360.1.1",0.0607874969224263
"3092","Solyc02g062810.2.1",0.0433740529750749
"7368","Solyc04g010190.1.1",0.497680770032494
"8842","Solyc05g006570.1.1",0.177770185902524
"17675","Solyc11g007770.1.1",0.434989140258476
"1517","Solyc01g094150.2.1",0.0239359556533642
"10696","Solyc06g054440.2.1",0.0957957686382142
"6466","Solyc03g115510.1.1",0.0624040793881204
"12766","Solyc07g054330.2.1",0.0550134693928438
"18851","Solyc12g005050.1.1",0.115474721588425
"20019","Solyc12g096990.1.1",0.191280669471091
"20085","Solyc12g099110.1.1",0.310728134347245
"11056","Solyc06g067880.2.1",0.310307779672606
"11562","Solyc06g076250.2.1",0.236551498265986
"18056","Solyc11g018500.1.1",0.133730337680273
"19254","Solyc12g013980.1.1",0.0536434825916171
"6924","Solyc03g121300.2.1",0.187740184026709
"11267","Solyc06g071800.2.1",0.0447048227723588
"12094","Solyc07g008700.2.1",0.0621994952673079
"17506","Solyc11g005420.1.1",0.168354429395005
"10658","Solyc06g053780.2.1",0.0494812234876083
"15863","Solyc09g089640.2.1",0.0839281343372003
"16954","Solyc10g078490.1.1",0.0884675446932507
"2109","Solyc01g102820.2.1",0.153507467678992
"8018","Solyc04g071700.2.1",0.173698716622735
"11921","Solyc07g006260.2.1",0.0798918868322177
"12414","Solyc07g042590.2.1",0.00407289346642962
"13570","Solyc08g014510.2.1",0.131086032117577
"17638","Solyc11g007200.1.1",0.301832600438812
"18843","Solyc11g073270.1.1",0.113649988978191
"4509","Solyc02g089050.2.1",0.113753779704334
"13785","Solyc08g062420.2.1",0.0427398678687154
"15253","Solyc09g020000.2.1",0.0448415621419936
"6773","Solyc03g119430.2.1",0.040422581916632
"18135","Solyc11g027830.1.1",0.178674226664199
"7423","Solyc04g014260.1.1",0.94724894214634
"7756","Solyc04g050490.2.1",0.0709009453594943
"19285","Solyc12g014350.1.1",0.0992130785003403
"1559","Solyc01g094670.2.1",0.0526558365326771
"4521","Solyc02g089220.2.1",0.104568659391639
"10033","Solyc05g056150.2.1",0.0540711945138021
"13525","Solyc08g013720.2.1",0.211817894410867
"14440","Solyc08g079650.2.1",0.117369899473459
"566","Solyc01g010950.2.1",0.0854575935176294
"1553","Solyc01g094610.2.1",0.383883106690438
"7208","Solyc04g007950.2.1",0.178698182507761
"7279","Solyc04g008900.2.1",0.480029766093293
"9518","Solyc05g032760.2.1",0.108387398727597
"9853","Solyc05g053730.2.1",0.107199129353686
"11472","Solyc06g074690.2.1",0.202459712983762
"17330","Solyc10g084820.1.1",0.0471966405655674
"9133","Solyc05g011810.2.1",0.0536273167833701
"16006","Solyc09g091780.2.1",0.120776866398247
"5675","Solyc03g078380.1.1",0.363953935201195
"15345","Solyc09g056350.2.1",0.0682825466424848
"2500","Solyc01g108430.2.1",0.0713007401591095
"4226","Solyc02g085160.1.1",0.359203059091014
"12457","Solyc07g043330.1.1",0.21532699747411
"13112","Solyc07g064680.2.1",0.130116138765307
"3398","Solyc02g069380.2.1",0.0286374404386275
"14909","Solyc09g008730.2.1",0.116229346080505
"15015","Solyc09g010190.2.1",0.108751002415203
"8866","Solyc05g006880.1.1",0.105408596307651
"2927","Solyc02g031710.2.1",0.248710928470943
"3594","Solyc02g072260.2.1",0.295168086584329
"8615","Solyc04g081510.2.1",0.00801192504064006
"11626","Solyc06g082150.2.1",0.321993486945537
"13661","Solyc08g029190.2.1",0.0806133572150559
"16971","Solyc10g078710.1.1",0.0834912039203653
"7786","Solyc04g051450.2.1",0.107645142577911
"1093","Solyc01g080400.2.1",0.0599730580564985
"3032","Solyc02g061810.2.1",0.0335500932822542
"7093","Solyc04g005430.2.1",0.0461245569744041
"7789","Solyc04g051500.2.1",0.237364031377231
"9755","Solyc05g052240.2.1",0.391290928265433
"17801","Solyc11g010450.1.1",0.316702057260874
"9717","Solyc05g051640.2.1",0.195734208765907
"13083","Solyc07g064280.2.1",0.0977681059853843
"14103","Solyc08g074830.2.1",1.15778894227274
"19889","Solyc12g089180.1.1",0.128367963920984
"8402","Solyc04g078770.2.1",0.790591136683966
"13748","Solyc08g061260.2.1",0.0812263689163931
"4516","Solyc02g089120.2.1",0.398301970816764
"4923","Solyc02g094610.1.1",0.0435337160466879
"10742","Solyc06g060230.2.1",0.143568409578867
"14926","Solyc09g009010.2.1",0.241831497980682
"451","Solyc01g008920.2.1",0.744006717289989
"658","Solyc01g028870.2.1",0.152317250684062
"12049","Solyc07g008000.2.1",0.160127142262861
"12870","Solyc07g056150.2.1",0.15557158226858
"19364","Solyc12g019000.1.1",0.0342689121818959
"2387","Solyc01g106790.2.1",0.473132006404837
"2457","Solyc01g107860.2.1",0.101358483917332
"4126","Solyc02g083820.1.1",0.137097634535212
"10587","Solyc06g051650.2.1",0.0418478393888382
"18710","Solyc11g071540.1.1",0.025002412304291
"19671","Solyc12g049580.1.1",2.90015843332794
"10370","Solyc06g030490.2.1",0.110923557969721
"17333","Solyc10g084850.1.1",0.0158013752095107
"18733","Solyc11g071830.1.1",0.195632712765732
"13770","Solyc08g061910.2.1",0.253292835846977
"16192","Solyc10g005830.2.1",0.0803119323707964
"15094","Solyc09g011370.1.1",0.0437198512081624
"19850","Solyc12g088530.1.1",0.475146534845816
"2693","Solyc01g111130.2.1",0.0665259179292319
"7904","Solyc04g056640.1.1",0.352903540298585
"14618","Solyc08g082200.2.1",0.571790021403849
"18308","Solyc11g045670.1.1",0.198767284162644
"6177","Solyc03g111650.2.1",0.064793194694383
"2115","Solyc01g102880.1.1",0.0526029444422969
"7242","Solyc04g008500.2.1",0.174648389114303
"9660","Solyc05g050710.2.1",0.198532892671695
"17072","Solyc10g080160.1.1",0.0992856927589279
"18748","Solyc11g072030.1.1",0.118180087467782
"5018","Solyc03g006330.2.1",0.0757990062532691
"9911","Solyc05g054520.2.1",0.0551655730081477
"15751","Solyc09g075970.2.1",0.386807846417684
"3645","Solyc02g077160.2.1",0.2192222576889
"6208","Solyc03g112140.2.1",0.0313127730797986
"10830","Solyc06g062460.2.1",0.793008771377916
"15481","Solyc09g064720.2.1",0.0932450232971586
"20117","Solyc12g099600.1.1",0.289853236811157
"8070","Solyc04g072500.1.1",0.0609070304257772
"8732","Solyc04g082970.2.1",0.151136218300941
"7834","Solyc04g054410.2.1",0.0653774340154911
"10761","Solyc06g060490.2.1",0.168551853819355
"12221","Solyc07g021180.1.1",0.912511520441754
"15611","Solyc09g072880.2.1",0.0926503904263656
"1324","Solyc01g088530.2.1",0.0485714209434484
"4695","Solyc02g091790.2.1",0.0863803183197193
"11809","Solyc06g084470.2.1",0.24096629543447
"429","Solyc01g008560.2.1",0.0803587834487529
"10601","Solyc06g051900.2.1",0.0394508999184111
"15292","Solyc09g042260.2.1",0.0489955760345396
"296","Solyc01g006810.2.1",0.0375424571030364
"10831","Solyc06g062480.2.1",0.0426605581543568
"12214","Solyc07g020790.2.1",0.230234531362451
"8255","Solyc04g076820.1.1",0.690352332917504
"13640","Solyc08g023470.2.1",0.0279785262150112
"8115","Solyc04g074100.2.1",0.115693846728653
"11834","Solyc07g005140.2.1",0.298562632123416
"2609","Solyc01g109930.2.1",0.0803840339410288
"16149","Solyc10g005230.2.1",0.0588352435632217
"19018","Solyc12g008550.1.1",0.05158085197643
"2894","Solyc02g021690.2.1",0.0157820111928082
"10145","Solyc06g007150.2.1",0.0455173743210967
"12144","Solyc07g015980.2.1",0.0195661221689511
"15429","Solyc09g061710.2.1",0.240492747367687
"9091","Solyc05g010050.2.1",0.128371811183806
"2730","Solyc01g111580.2.1",0.0633979761682676
"12976","Solyc07g062760.1.1",0.118821808546954
"14100","Solyc08g074780.2.1",0.0460259009619521
"19916","Solyc12g094590.1.1",0.0679295273511484
"19956","Solyc12g096050.1.1",0.0248594346571704
"2547","Solyc01g109130.2.1",0.0826746290337666
"5059","Solyc03g006880.2.1",0.237992051211655
"12259","Solyc07g025210.1.1",0.141965242791125
"2961","Solyc02g032930.2.1",0.0653884671240333
"5395","Solyc03g034170.2.1",0.564008930869833
"14947","Solyc09g009290.2.1",0.174141891446282
"537","Solyc01g010460.2.1",0.134672890656754
"12415","Solyc07g042620.2.1",0.109595583018434
"6053","Solyc03g097780.2.1",0.0273864113434457
"11264","Solyc06g071770.2.1",0.0551147551461927
"11579","Solyc06g076510.2.1",0.0885747893169702
"14556","Solyc08g081280.2.1",0.171517274174246
"3259","Solyc02g067470.2.1",0.0798602616080318
"15885","Solyc09g090060.2.1",0.053390734092364
"16130","Solyc09g098590.2.1",0.211784742897637
"16953","Solyc10g078480.1.1",0.0498278810227685
"1715","Solyc01g096630.2.1",0.317992798026727
"18401","Solyc11g065220.1.1",0.210427665852186
"740","Solyc01g057850.2.1",0.056594627105196
"1399","Solyc01g090680.2.1",0.570279781678459
"19274","Solyc12g014190.1.1",0.0852940034433817
"6343","Solyc03g113880.2.1",0.07409120008706
"10212","Solyc06g008090.2.1",0.0583103577418382
"11935","Solyc07g006490.2.1",0.356661870946769
"19182","Solyc12g010830.1.1",0.149207209468345
"19262","Solyc12g014060.1.1",0.0568905300994695
"2643","Solyc01g110390.2.1",0.0370110017532774
"3687","Solyc02g077780.2.1",0.116582744878972
"12567","Solyc07g048030.2.1",0.0240490161044371
"18335","Solyc11g061770.1.1",0.0606340528411763
"18487","Solyc11g066540.1.1",0.0174284990418683
"19646","Solyc12g044920.1.1",0.450094388343763
"2836","Solyc02g014360.2.1",0.107908273636727
"8931","Solyc05g007740.1.1",0.0767330979152073
"10442","Solyc06g036540.1.1",0.0499896115486576
"11915","Solyc07g006170.2.1",0.0702015469047595
"14732","Solyc09g005300.2.1",0.0195254357517137
"15118","Solyc09g011770.2.1",0.203490233520819
"7861","Solyc04g055010.2.1",0.0616819346584221
"13917","Solyc08g066820.2.1",0.145967880709002
"41","Solyc00g009090.2.1",0.528426927387268
"1949","Solyc01g099750.2.1",0.958404563548155
"3560","Solyc02g071780.2.1",0.0803926483245899
"7251","Solyc04g008600.2.1",0.530157804598972
"8889","Solyc05g007150.2.1",0.0560150468752429
"15143","Solyc09g013160.2.1",0.610845586999085
"16646","Solyc10g047270.1.1",0.0698754045287427
"6331","Solyc03g113740.2.1",0.100700017961715
"5777","Solyc03g083010.2.1",0.236942177827954
"8376","Solyc04g078460.2.1",0.709227618627254
"10922","Solyc06g064870.2.1",0.0411419470488507
"13324","Solyc08g005860.2.1",0.0655563671501794
"14132","Solyc08g075400.2.1",0.337369608852748
"8242","Solyc04g076610.1.1",0.17615760888595
"9100","Solyc05g010180.2.1",0.641164209684961
"14449","Solyc08g079740.2.1",0.113295419414794
"19701","Solyc12g056130.1.1",0.0489641721707389
"11539","Solyc06g075810.2.1",0.0647386940961659
"11585","Solyc06g076610.2.1",0.0663212868498129
"18704","Solyc11g071470.1.1",1.31495967404406
"20063","Solyc12g098710.1.1",0.263588192955943
"16517","Solyc10g018160.1.1",0.0518221995025022
"3147","Solyc02g064620.2.1",0.133326943949576
"6363","Solyc03g114110.2.1",0.117092041549501
"9822","Solyc05g053250.2.1",0.0860728013724256
"14726","Solyc09g005230.2.1",0.113959724323742
"16375","Solyc10g008410.1.1",0.334630934092749
"19888","Solyc12g089160.1.1",0.151971527813711
"11607","Solyc06g076890.1.1",0.109872183939022
"13175","Solyc07g065480.2.1",0.0913914629723529
"6416","Solyc03g114810.2.1",0.0630608326699549
"10455","Solyc06g042950.2.1",0.0257018317741864
"9154","Solyc05g012090.2.1",0.0422319962343449
"14433","Solyc08g079570.2.1",0.10759276138934
"16265","Solyc10g006790.2.1",0.0752000170293623
"20090","Solyc12g099200.1.1",1.18768615071744
"484","Solyc01g009390.2.1",0.0431099483540664
"560","Solyc01g010880.2.1",0.0241508983097659
"6878","Solyc03g120750.2.1",0.0949755832456623
"19636","Solyc12g044820.1.1",0.357718549687941
"8027","Solyc04g071820.2.1",0.716252312873509
"16947","Solyc10g078400.1.1",0.0705945801332637
"1307","Solyc01g088350.2.1",0.0737911105842581
"5994","Solyc03g097000.2.1",0.0487109299719154
"16548","Solyc10g024360.1.1",0.438047606811707
"17007","Solyc10g079260.1.1",0.0535549793830281
"824","Solyc01g066440.2.1",0.369562280442223
"4262","Solyc02g085670.2.1",0.107183471363922
"6241","Solyc03g112550.2.1",0.298056684934768
"14738","Solyc09g005360.2.1",0.0531869981638906
"2606","Solyc01g109880.2.1",0.169832090227129
"8545","Solyc04g080670.2.1",0.0539999647328569
"17422","Solyc10g086120.1.1",0.11392907661861
"11097","Solyc06g068460.2.1",0.41946258407992
"18463","Solyc11g066280.1.1",0.118758389226523
"18530","Solyc11g067060.1.1",0.22372052368443
"20110","Solyc12g099490.1.1",0.0541130055949922
"13733","Solyc08g060860.2.1",0.0710849285570792
"17572","Solyc11g006400.1.1",0.203338841327414
"590","Solyc01g014120.2.1",0.213621439807183
"4269","Solyc02g085750.2.1",0.535550458150889
"4889","Solyc02g094170.2.1",0.0300680370262377
"13275","Solyc08g005050.2.1",0.107585697028916
"1236","Solyc01g087400.2.1",0.0593848846572066
"7269","Solyc04g008800.2.1",0.203403333398926
"13985","Solyc08g067970.2.1",0.462292019336165
"5848","Solyc03g093300.2.1",0.216166988723751
"8052","Solyc04g072200.1.1",0.0513260512645299
"17168","Solyc10g081350.1.1",0.133554032158031
"4140","Solyc02g084000.2.1",0.11129702975557
"13602","Solyc08g016090.2.1",0.0161611591889723
"19362","Solyc12g017970.1.1",0.321630792676514
"7570","Solyc04g017720.2.1",0.875037730831284
"9084","Solyc05g009920.2.1",0.0931150786107541
"9971","Solyc05g055330.2.1",0.246529736459705
"11172","Solyc06g069490.2.1",0.0697944707937878
"12263","Solyc07g025390.2.1",0.0453687167670764
"14790","Solyc09g007150.2.1",0.083268908644754
"16491","Solyc10g012370.2.1",0.361485284273641
"3941","Solyc02g081340.2.1",0.55191274506732
"5372","Solyc03g033610.1.1",0.126224328173829
"13254","Solyc07g066480.2.1",0.076360882730714
"15997","Solyc09g091650.2.1",0.265857799855078
"17170","Solyc10g081380.1.1",0.0632618877728374
"5220","Solyc03g025450.2.1",0.0402303177744083
"7871","Solyc04g055190.2.1",0.0772627028693432
"13478","Solyc08g008010.2.1",0.0316681531634607
"14535","Solyc08g081070.2.1",0.0910667107469504
"6865","Solyc03g120620.2.1",0.245994212239941
"11374","Solyc06g073420.2.1",0.0533077762173362
"12983","Solyc07g062860.2.1",0.145464624999979
"18913","Solyc12g005990.1.1",0.173005343027094
"10173","Solyc06g007530.2.1",0.299051609772438
"5170","Solyc03g019790.2.1",0.420205961789661
"12190","Solyc07g018100.2.1",0.0492686597140541
"12300","Solyc07g037960.1.1",0.0449208465435157
"18151","Solyc11g030720.1.1",0.0468251454992564
"3574","Solyc02g071980.2.1",0.209987481147728
"10477","Solyc06g048590.2.1",0.094875759838712
"13202","Solyc07g065870.2.1",0.166578738748069
"16119","Solyc09g098390.2.1",0.0580355080810174
"3307","Solyc02g068120.2.1",0.308432454311884
"6301","Solyc03g113340.2.1",0.281565495606327
"8193","Solyc04g076070.1.1",0.102697891601738
"12389","Solyc07g042150.2.1",0.0578537177384666
"20154","Solyc12g100130.1.1",0.0503613467951485
"6954","Solyc03g121650.2.1",0.109119757047622
"12121","Solyc07g009320.2.1",0.110306015482485
"13373","Solyc08g006540.2.1",0.377689568944107
"959","Solyc01g068620.2.1",0.0970630777802784
"7857","Solyc04g054930.2.1",0.234438076964415
"1383","Solyc01g090430.2.1",0.0517931142896187
"3928","Solyc02g081170.2.1",0.482424990308883
"5501","Solyc03g051770.2.1",0.0750106074300091
"18486","Solyc11g066520.1.1",0.263949278985654
"13212","Solyc07g065970.1.1",0.528069811953569
"18381","Solyc11g064920.1.1",0.210795521084219
"4032","Solyc02g082530.1.1",0.0580412616083563
"9290","Solyc05g013940.2.1",0.055493316665255
"9970","Solyc05g055310.2.1",0.415838398911549
"8023","Solyc04g071770.2.1",1.01231669106503
"8422","Solyc04g079050.1.1",0.117147758841542
"18113","Solyc11g021150.1.1",0.440689450134667
"14860","Solyc09g008050.2.1",0.117891638395715
"13258","Solyc07g066540.1.1",0.51320510470624
"19876","Solyc12g089000.1.1",0.057777476737534
"6104","Solyc03g098590.2.1",0.0995679455924537
"14171","Solyc08g075910.1.1",0.0973103893384694
"19512","Solyc12g038630.1.1",0.0408705640601201
"12916","Solyc07g061920.2.1",0.119456613998209
"13551","Solyc08g014150.2.1",0.0511733641177704
"18785","Solyc11g072480.1.1",0.0443969971688536
"1214","Solyc01g087060.2.1",0.160520621821245
"13686","Solyc08g042040.2.1",0.465351369013821
"18849","Solyc12g005030.1.1",0.448337868724527
"1054","Solyc01g079860.2.1",0.0513842443331561
"9942","Solyc05g054950.2.1",0.0555687740528541
"12951","Solyc07g062440.1.1",0.126357753192729
"1165","Solyc01g081380.2.1",0.172622492874334
"10360","Solyc06g018110.2.1",0.424521496766616
"10643","Solyc06g053580.2.1",0.0761954132111872
"13391","Solyc08g006760.2.1",0.323753765969402
"19264","Solyc12g014080.1.1",0.0730198684512735
"5295","Solyc03g031460.1.1",0.367839141685737
"5780","Solyc03g083060.2.1",0.406639488243648
"7568","Solyc04g017700.2.1",0.0610758085546623
"12539","Solyc07g047610.2.1",0.106864677805063
"375","Solyc01g007880.2.1",0.0437313395352189
"407","Solyc01g008270.2.1",0.0453270331595435
"9852","Solyc05g053720.2.1",0.0338017357280916
"11392","Solyc06g073650.1.1",0.0877156552606497
"18531","Solyc11g067070.1.1",0.0193880377536318
"19196","Solyc12g011020.1.1",0.260589052891792
"2983","Solyc02g036470.2.1",0.0902396179528568
"3268","Solyc02g067580.2.1",0.631418553122025
"12839","Solyc07g055700.2.1",0.033498977034762
"12893","Solyc07g056480.2.1",0.080819138351621
"13045","Solyc07g063680.2.1",0.0864725950513567
"17775","Solyc11g010100.1.1",0.0689562899079644
"7141","Solyc04g007000.1.1",0.861059529762383
"3931","Solyc02g081210.2.1",0.199940993867881
"7274","Solyc04g008850.1.1",0.312880906245648
"10089","Solyc06g005250.2.1",0.106531720816054
"13327","Solyc08g005900.2.1",0.0363439336514273
"15285","Solyc09g031900.2.1",0.28055347350202
"16370","Solyc10g008300.2.1",0.104178667368955
"16578","Solyc10g039380.1.1",0.0664868831040697
"3548","Solyc02g071570.2.1",0.0887526034913119
"4164","Solyc02g084400.2.1",0.059824469382209
"10733","Solyc06g060090.2.1",0.0436041667328584
"12055","Solyc07g008060.1.1",0.0815883060859926
"1960","Solyc01g099890.2.1",0.0639292918245751
"10749","Solyc06g060320.2.1",0.570109326591331
"14506","Solyc08g080590.2.1",0.56395156684653
"18391","Solyc11g065100.1.1",0.0214844322977741
"270","Solyc01g006390.2.1",0.802902915301021
"19072","Solyc12g009210.1.1",0.0512924661898014
"1097","Solyc01g080460.2.1",1.92487964206352
"5026","Solyc03g006460.2.1",0.0848264827574647
"8668","Solyc04g082280.2.1",0.200243960971721
"10787","Solyc06g060850.2.1",0.0355194433907789
"7355","Solyc04g010000.2.1",0.0352777902331921
"8988","Solyc05g008480.2.1",0.543963693275756
"11422","Solyc06g073990.1.1",0.0450299911801998
"13568","Solyc08g014470.2.1",0.0717369977871975
"20108","Solyc12g099450.1.1",0.38160037977393
"2839","Solyc02g014450.1.1",0.0495438664726939
"1637","Solyc01g095610.2.1",0.341487423012645
"9470","Solyc05g024240.2.1",0.0290187373974843
"10072","Solyc05g056590.2.1",0.110807299880733
"19825","Solyc12g088170.1.1",0.655775595873539
"418","Solyc01g008440.2.1",0.0652748228799621
"1835","Solyc01g098210.2.1",0.106534576616762
"1046","Solyc01g079780.2.1",0.0456365212498712
"3811","Solyc02g079390.2.1",0.126169733181597
"10266","Solyc06g008970.2.1",0.0978324254281176
"14386","Solyc08g078860.2.1",0.0705581549451529
"14665","Solyc08g082810.2.1",0.0366004072902818
"16800","Solyc10g055640.1.1",0.115481029361472
"3475","Solyc02g070520.2.1",0.033955210629155
"6069","Solyc03g097990.2.1",0.0829766206071804
"11832","Solyc07g005120.2.1",0.127905841382588
"3244","Solyc02g067230.2.1",0.193000327590422
"5490","Solyc03g046350.2.1",0.0283790307680544
"10874","Solyc06g063100.2.1",0.0967497420332458
"12821","Solyc07g055250.2.1",0.106377805316878
"14122","Solyc08g075280.2.1",0.344859819063876
"16082","Solyc09g097900.2.1",0.0967338943604612
"2415","Solyc01g107250.2.1",0.0809174460590669
"15156","Solyc09g014440.2.1",0.139900173244438
"16431","Solyc10g009200.2.1",0.149425576923847
"18060","Solyc11g018560.1.1",0.401397681999716
"19978","Solyc12g096370.1.1",0.0812527615717411
"414","Solyc01g008340.2.1",0.069121263538297
"6224","Solyc03g112320.2.1",0.226950146909798
"9967","Solyc05g055280.1.1",0.176871067604171
"9972","Solyc05g055340.2.1",0.365956821640133
"12186","Solyc07g018000.2.1",0.0631733811334234
"1908","Solyc01g099230.2.1",0.284413551088016
"14329","Solyc08g078100.1.1",0.0641135686297746
"18195","Solyc11g040170.1.1",0.0473097835338655
"9918","Solyc05g054610.1.1",0.905136705021197
"17035","Solyc10g079640.1.1",0.38110119128272
"3485","Solyc02g070630.2.1",0.0447262180936467
"8045","Solyc04g072120.2.1",0.0901826022336265
"10936","Solyc06g065180.2.1",0.068552817905313
"11095","Solyc06g068440.2.1",0.207953947122706
"1983","Solyc01g100180.2.1",0.0996338931977867
"9510","Solyc05g026570.2.1",0.585979129121901
"19610","Solyc12g044310.1.1",0.127478703856916
"254","Solyc01g006170.2.1",0.35458276635305
"1548","Solyc01g094560.2.1",0.0669199769911167
"4350","Solyc02g086860.2.1",0.273895098604024
"7126","Solyc04g005800.2.1",0.502650611455401
"10607","Solyc06g051990.2.1",0.0482535599137864
"7425","Solyc04g014360.2.1",0.331893561474742
"10065","Solyc05g056520.2.1",0.0462962618233626
"14011","Solyc08g068270.2.1",0.164121322342258
"705","Solyc01g056720.2.1",0.0337930523822789
"15196","Solyc09g015470.2.1",0.064126226239585
"457","Solyc01g008990.2.1",0.052097574007007
"5121","Solyc03g007650.1.1",0.0779024082130027
"1429","Solyc01g091070.2.1",0.199485232621256
"11179","Solyc06g069570.2.1",0.124748140182967
"11552","Solyc06g076100.2.1",0.156667855451269
"14737","Solyc09g005350.2.1",0.0239814013429114
"6086","Solyc03g098210.2.1",0.0316974852562916
"9289","Solyc05g013930.1.1",2.08751121082748
"18971","Solyc12g006900.1.1",0.0589716321574138
"2497","Solyc01g108400.2.1",0.0442589788984995
"3736","Solyc02g078480.2.1",0.223113785400963
"13483","Solyc08g008070.1.1",0.0816793523519531
"13599","Solyc08g016060.1.1",0.18093148231342
"15638","Solyc09g074400.2.1",0.0330140485377683
"5574","Solyc03g062790.2.1",0.128694814915976
"8009","Solyc04g071570.2.1",0.162504814000512
"10194","Solyc06g007800.2.1",0.0496556963718854
"9192","Solyc05g012560.1.1",0.290886586391301
"12740","Solyc07g053920.2.1",0.100992339904111
"12876","Solyc07g056250.2.1",0.0962197983347223
"13631","Solyc08g022110.2.1",0.110467803195118
"15573","Solyc09g066120.2.1",0.0977341068766037
"18241","Solyc11g044310.1.1",0.073575582946997
"9047","Solyc05g009390.2.1",0.220377184169397
"16790","Solyc10g055260.1.1",0.730406465732698
"121","Solyc00g102000.1.1",0.222222803039976
"245","Solyc01g006040.2.1",0.0466748213671029
"999","Solyc01g079220.2.1",0.383891183433687
"3115","Solyc02g063160.2.1",0.125229418059866
"4467","Solyc02g088480.2.1",0.150461193746433
"9043","Solyc05g009350.2.1",0.221116669743577
