"","genes","logFC.groupP4d","logFC.groupP4p","logFC.groupP5d","logFC.groupP5p","logFC.groupP6d","logFC.groupP6p","logCPM","F","PValue","FDR"
"4760","Solyc02g092620.2.1",0.281054131850358,-0.432272003465991,0.116201255425195,-0.606268430283208,-1.03852280766535,-0.296478284396048,2.90230136851323,1.19485021643772,0.348557071999808,0.795667679010774
"10488","Solyc06g048850.2.1",0.339714493498573,-0.270018762295457,-0.397822121453207,0.122916523682253,0.53686491428498,0.462809769465511,3.43981765971793,1.61257598617478,0.34864013530081,0.795755895517137
"9901","Solyc05g054390.2.1",-0.404212892369381,-0.298686653863108,-0.490449094395495,-0.342188163376116,-0.718777330618701,-0.584379939470007,5.7428882390873,2.34220127673344,0.348761563944504,0.795835044737133
"482","Solyc01g009340.2.1",0.140809225853638,0.0392630379755787,-0.105484018393083,0.117672504059414,-0.528037828173589,0.155383089310481,5.93322502527645,2.20628126306733,0.348771097054514,0.795835044737133
"16099","Solyc09g098150.2.1",0.0392268666429399,0.255525614210919,0.236654044581124,0.383935887153251,-0.0845902665222476,-0.378890781391092,5.22352967690238,1.19430236566523,0.348817235775276,0.795835044737133
"2459","Solyc01g107880.2.1",0.0679842412421334,0.0117998759762729,0.0258829932159333,-0.181857079266404,-0.652817671623846,-0.365215760185858,8.23599206107568,1.19422812611899,0.348852503841513,0.795835044737133
"16788","Solyc10g055240.1.1",-0.341871851986705,0.0860383175513455,-0.926896281029377,0.0162480052211292,-0.445145203369766,0.413635044169893,6.39881076266827,1.19393654196172,0.348991053478628,0.796049748289994
"2627","Solyc01g110150.2.1",0.847494911392619,0.148320152862936,0.544678555065875,0.660139287946653,0.962216259867549,0.107953005535509,3.09584613584469,1.2134247872419,0.349367662318883,0.796789153152688
"9437","Solyc05g018650.2.1",0.435919861731214,0.221472592326039,0.427486650361427,0.0245738531659464,0.931713842803415,0.314167909747039,7.69543015868506,1.19305866271557,0.349408480243269,0.796789153152688
"13267","Solyc07g066640.2.1",0.762573108262638,0.165491536913225,0.203010127116787,-0.170260532914146,1.37467221453819,0.193420262297551,1.85776076035333,1.19297425349587,0.349448639482036,0.796789153152688
"13399","Solyc08g006870.2.1",0.640051539539944,0.424156346478309,0.318059192550058,0.379579503803307,0.00164949748005517,0.322393447653117,7.43923447262595,1.45602523025628,0.349507224907599,0.796821320211203
"7675","Solyc04g045620.2.1",-0.295180885651344,0.549405962615828,0.428247672924606,0.210939137450631,0.518444941568173,-0.149795880497189,3.79555014054351,1.19264085475065,0.349607299722112,0.796948056307627
"10079","Solyc06g005130.2.1",-0.0816883794276118,-0.407550495404776,0.163822266324017,0.463455539578546,0.589482072797326,0.438155993932838,3.40352534406277,2.01675788234929,0.349763376886316,0.797171434408881
"6480","Solyc03g115670.1.1",0.316399720542592,-0.139684274759881,0.528524720745597,-0.0637835287540314,-0.309204946267647,0.115854586012935,4.97480845872705,1.19221893365623,0.349808177364281,0.797171434408881
"16989","Solyc10g079050.1.1",-0.0929187328590284,-0.634206339608781,0.566120531430467,0.233661098081972,0.605357872358596,0.653435691264278,2.60167591946679,1.4986055290522,0.349872433888661,0.797171434408881
"578","Solyc01g011220.1.1",-2.32884653460622,0.45935354774635,-0.839500616753021,-0.43640772093341,0.256207277582355,-0.0292830783313749,1.50643846008078,1.19205103433733,0.349888142832656,0.797171434408881
"2950","Solyc02g032480.1.1",0.719453086648408,0.454425456940907,0.88987165949839,0.232924448110047,0.186138182444064,0.139619040197196,3.64788094409545,1.1919678249106,0.349927778966868,0.797171434408881
"16924","Solyc10g077100.1.1",0.296801321893328,-0.133998245633045,-1.10284692114878,0.262754236762679,-0.157751468257457,-0.446421709382726,2.71277066136909,1.19182403736007,0.349996280294623,0.7972261108046
"1717","Solyc01g096650.2.1",0.083972129664626,-0.829207658960396,-0.303732054387542,-0.225411491514951,-1.75368080086407,-1.68678477228467,1.4459279722641,1.26367950122559,0.350418927311652,0.798087348434815
"7992","Solyc04g071310.2.1",0.0514770532435368,0.0271347920830035,-0.0791652886154808,-0.0161766626451939,0.588412248590494,0.383948327060541,4.84916645288185,2.70188169197755,0.35062710188763,0.798355644222863
"9516","Solyc05g032680.2.1",-0.107890320617386,0.268688638036575,-1.22500533624952,-0.895054828391057,-0.0989170242473546,0.397286034608505,2.02519934164162,1.39558665397326,0.350647082265163,0.798355644222863
"2901","Solyc02g022930.2.1",0.183506270095582,0.430183341386277,-0.899699902083778,0.282423616349518,-0.0700739222047099,0.321946987950846,3.05408050767926,1.72150262076283,0.350670419446816,0.798355644222863
"9712","Solyc05g051570.2.1",-0.213676345065211,0.0806603565147542,-1.21438800897574,-0.392970348999739,-0.258643554911393,-0.925782276755264,2.80005456871508,1.19016729840413,0.350786411479348,0.798472984120578
"5657","Solyc03g078060.2.1",-0.356459841120278,-0.0706497006282502,-0.389141476750514,-0.366729667471889,0.517286279925384,-0.072092736807939,3.55384363723815,1.55584224618759,0.350811100084458,0.798472984120578
"11977","Solyc07g007110.2.1",0.373755504523581,0.25819564304102,0.0462959960967107,0.0498097166615033,0.704460991689088,0.386298328636951,5.05278060610362,1.18984026134825,0.350942566763501,0.798670742323187
"14968","Solyc09g009550.2.1",0.850912040164876,0.48331681023378,0.657688989738046,1.5786348516758,-0.101596047311198,0.270380328639924,1.66474985439743,1.40302578692587,0.351070610419219,0.798788081095189
"2360","Solyc01g106340.2.1",1.30923645782489,1.14066784564561,-0.164396453186608,1.39098795218004,0.124377206912838,0.761593755685596,1.93934484475447,1.18954562854552,0.351083301732823,0.798788081095189
"5788","Solyc03g083170.2.1",-0.475733800373096,-0.648996310586253,-0.53661290259737,-0.59294980090562,0.0764101854033378,-1.2329388162955,2.78345571257366,1.1888141323143,0.351432923962326,0.798969721860273
"18398","Solyc11g065180.1.1",-0.179155617257947,0.148981437530535,-0.699484191915416,-0.365489660528449,0.0325896374518625,0.0287341626378663,4.54449768426934,1.18876161817487,0.351458035099392,0.798969721860273
"2150","Solyc01g103370.2.1",-0.39337261156657,-0.324614265283586,-0.447940007225484,-0.200013242159057,-0.733574993692657,-0.40603839275004,6.47136887331582,3.9428732499113,0.351474908082878,0.798969721860273
"18815","Solyc11g072860.1.1",-0.412515356312378,-0.508247756988671,-0.498629334256799,-0.177567523994396,-1.17273211321122,-0.836110017612918,7.78482260386308,1.1887154894598,0.35148009416152,0.798969721860273
