,genes,bcv
282,Solyc01g006580.2.1,1.618986877
15925,Solyc09g090580.2.1,0.056864634
14464,Solyc08g080050.2.1,0.300470295
16164,Solyc10g005510.2.1,0.118900521
7918,Solyc04g058060.1.1,0.056725989
1022,Solyc01g079510.2.1,0.039925286
7324,Solyc04g009540.1.1,0.61594141
16330,Solyc10g007760.2.1,0.037646721
467,Solyc01g009090.2.1,0.04809259
6080,Solyc03g098150.2.1,0.05873909
13218,Solyc07g066040.1.1,0.076779292
11295,Solyc06g072290.2.1,0.151351842
15132,Solyc09g011930.2.1,0.035237028
14624,Solyc08g082280.2.1,0.033545993
3748,Solyc02g078610.2.1,0.037996782
2409,Solyc01g107180.2.1,0.104449596
16749,Solyc10g052660.1.1,0.078055852
2242,Solyc01g104560.2.1,0.027358071
4160,Solyc02g084360.2.1,0.025563391
3477,Solyc02g070540.2.1,0.19736098
4408,Solyc02g087620.2.1,0.200157891
6756,Solyc03g119220.2.1,0.02954381
11527,Solyc06g075580.2.1,0.031871444
16177,Solyc10g005650.2.1,0.107107861
2445,Solyc01g107640.2.1,0.043337447
4902,Solyc02g094390.2.1,0.072791504
18090,Solyc11g020300.1.1,0.129570413
11072,Solyc06g068090.2.1,0.063234156
10103,Solyc06g005560.2.1,0.433188706
3478,Solyc02g070550.2.1,0.04080112
19289,Solyc12g014400.1.1,0.039533126
14636,Solyc08g082430.2.1,0.06300699
11845,Solyc07g005330.2.1,0.082048789
3620,Solyc02g076720.2.1,0.075185832
16183,Solyc10g005730.2.1,0.080129085
7233,Solyc04g008380.2.1,0.027093608
6647,Solyc03g117890.2.1,0.547569029
19288,Solyc12g014390.1.1,0.380559769
6974,Solyc03g121910.1.1,0.124056099
8839,Solyc05g006540.2.1,0.038254361
6678,Solyc03g118240.2.1,0.170717672
16930,Solyc10g078180.1.1,0.03645034
2565,Solyc01g109350.2.1,0.024245799
19548,Solyc12g042070.1.1,0.08004379
14215,Solyc08g076470.2.1,0.130558446
7465,Solyc04g015030.2.1,0.032628839
18428,Solyc11g065750.1.1,0.049583378
1124,Solyc01g080810.2.1,0.206046665
17440,Solyc10g086410.2.1,0.060616203
19732,Solyc12g056580.1.1,0.035584045
7618,Solyc04g025990.2.1,0.022203739
2766,Solyc01g111990.2.1,0.221420513
6792,Solyc03g119690.1.1,0.089725766
1055,Solyc01g079870.2.1,0.061719604
10299,Solyc06g009520.2.1,0.029144172
19588,Solyc12g043020.1.1,0.025791811
6703,Solyc03g118530.2.1,0.046533558
6141,Solyc03g111200.2.1,0.031968791
1512,Solyc01g094060.2.1,0.049147258
8537,Solyc04g080570.2.1,0.035850851
54,Solyc00g011890.2.1,0.275111682
1943,Solyc01g099690.2.1,0.181451806
3468,Solyc02g070440.2.1,0.023345623
18962,Solyc12g006790.1.1,0.127378164
16059,Solyc09g092510.2.1,0.131867507
18598,Solyc11g069000.1.1,0.10993894
16109,Solyc09g098280.2.1,0.064431295
1805,Solyc01g097810.2.1,0.131465334
3675,Solyc02g077660.2.1,0.070112169
9022,Solyc05g009030.2.1,0.06327514
14115,Solyc08g075160.2.1,0.061681717
1218,Solyc01g087120.2.1,0.05267913
4869,Solyc02g093900.2.1,0.031720126
19662,Solyc12g049410.1.1,0.044088471
13272,Solyc08g005010.2.1,0.140035902
5457,Solyc03g044380.2.1,0.029414602
15640,Solyc09g074420.2.1,0.24996775
8214,Solyc04g076310.2.1,0.041346959
4816,Solyc02g093300.2.1,0.112280484
7414,Solyc04g012060.2.1,0.201998477
15205,Solyc09g015830.1.1,0.06406844
17151,Solyc10g081180.1.1,0.094328351
9026,Solyc05g009080.2.1,0.174419718
11324,Solyc06g072710.2.1,0.360865249
8787,Solyc05g005750.2.1,0.123535864
15380,Solyc09g059310.2.1,0.033102502
18639,Solyc11g069490.1.1,0.031051008
4220,Solyc02g085100.2.1,0.588458005
3137,Solyc02g063450.2.1,0.13633696
11469,Solyc06g074650.2.1,0.022838723
13932,Solyc08g067030.2.1,0.063418554
2578,Solyc01g109510.2.1,0.082642861
4278,Solyc02g085870.2.1,0.078926651
16,Solyc00g006800.2.1,0.051820854
10150,Solyc06g007200.2.1,0.043091643
2085,Solyc01g102510.2.1,0.059615083
16110,Solyc09g098290.2.1,0.121625133
5216,Solyc03g025410.2.1,0.125839374
12096,Solyc07g008720.2.1,0.067360285
8753,Solyc05g005180.2.1,0.23605572
9431,Solyc05g018570.2.1,0.034620266
1770,Solyc01g097330.2.1,0.079182303
8416,Solyc04g078940.2.1,0.056957376
16162,Solyc10g005490.2.1,0.03573184
18775,Solyc11g072340.1.1,0.045635686
2758,Solyc01g111890.2.1,0.076091374
14203,Solyc08g076320.2.1,0.063830864
14657,Solyc08g082700.2.1,0.044698985
2977,Solyc02g036370.2.1,0.197819705
19242,Solyc12g013810.1.1,0.177042925
16421,Solyc10g009070.2.1,0.034378989
4926,Solyc02g094640.2.1,0.035145147
3376,Solyc02g069090.2.1,0.033035932
18478,Solyc11g066440.1.1,0.049740416
18482,Solyc11g066480.1.1,0.087808986
17185,Solyc10g081580.1.1,0.057503056
6449,Solyc03g115250.2.1,0.072480937
1266,Solyc01g087780.2.1,0.080473316
3611,Solyc02g075610.2.1,0.042361065
3892,Solyc02g080570.2.1,0.110984118
3111,Solyc02g063090.2.1,0.035485345
14634,Solyc08g082410.2.1,0.082245885
9000,Solyc05g008630.2.1,0.083924502
12744,Solyc07g053970.2.1,0.031250889
15918,Solyc09g090510.2.1,0.408987222
1580,Solyc01g094930.2.1,0.032150953
10552,Solyc06g051080.2.1,0.160776828
391,Solyc01g008080.2.1,0.092981451
2268,Solyc01g104920.2.1,0.021338256
15982,Solyc09g091430.2.1,0.054607069
1649,Solyc01g095740.2.1,0.083315019
6087,Solyc03g098220.2.1,0.057170132
1128,Solyc01g080850.2.1,0.066815839
11332,Solyc06g072810.2.1,0.089697091
15324,Solyc09g055570.2.1,0.047972544
2452,Solyc01g107750.2.1,0.031494445
3225,Solyc02g066940.2.1,0.024558213
8201,Solyc04g076180.2.1,0.041047196
1209,Solyc01g086990.2.1,0.039803786
11541,Solyc06g075830.1.1,0.252176417
5076,Solyc03g007100.2.1,0.070540662
5669,Solyc03g078290.2.1,0.114761439
5875,Solyc03g093640.2.1,0.02663183
552,Solyc01g010760.2.1,0.048497651
3392,Solyc02g069290.2.1,0.452841817
14014,Solyc08g068310.2.1,0.045741402
13273,Solyc08g005020.2.1,0.146806708
9903,Solyc05g054410.2.1,0.03306229
19460,Solyc12g035670.1.1,0.046048145
1065,Solyc01g080070.2.1,0.138102694
4592,Solyc02g090190.1.1,0.115003994
9236,Solyc05g013220.2.1,0.050064237
15038,Solyc09g010500.2.1,0.075811897
17868,Solyc11g011380.1.1,0.255971399
19631,Solyc12g044720.1.1,0.044437658
2642,Solyc01g110380.2.1,0.032257881
5768,Solyc03g082890.2.1,0.138235149
10046,Solyc05g056300.2.1,0.234678652
1754,Solyc01g097120.2.1,0.02599542
2118,Solyc01g102940.2.1,0.06031305
17508,Solyc11g005450.1.1,0.131255678
19351,Solyc12g017630.1.1,0.025086334
1682,Solyc01g096240.2.1,0.187920005
1221,Solyc01g087170.2.1,0.05033214
3214,Solyc02g065680.2.1,0.04116514
278,Solyc01g006510.2.1,0.108661393
1527,Solyc01g094290.2.1,0.073613177
5398,Solyc03g034200.2.1,0.068684932
14269,Solyc08g077220.2.1,0.028586743
10272,Solyc06g009060.2.1,0.037877344
9622,Solyc05g049950.2.1,0.262155982
6559,Solyc03g116810.2.1,0.019850545
8521,Solyc04g080280.2.1,0.044622326
6016,Solyc03g097270.2.1,0.036992729
6971,Solyc03g121880.2.1,0.039912064
12934,Solyc07g062140.2.1,0.051774893
4111,Solyc02g083640.2.1,0.057143117
9383,Solyc05g015980.2.1,0.029560606
8879,Solyc05g007020.2.1,0.251123108
19943,Solyc12g095910.1.1,0.039501333
7205,Solyc04g007910.2.1,0.122836295
2178,Solyc01g103680.2.1,0.030552172
15490,Solyc09g064860.2.1,0.080149363
16909,Solyc10g076870.1.1,0.032363568
13948,Solyc08g067260.2.1,0.045949479
6488,Solyc03g115760.2.1,0.052881949
13142,Solyc07g065050.2.1,0.170676064
1113,Solyc01g080670.2.1,0.105273882
7985,Solyc04g071120.2.1,0.275395023
6978,Solyc03g121950.2.1,0.107493337
10983,Solyc06g065730.2.1,0.034612455
4936,Solyc03g005090.2.1,0.066824995
5728,Solyc03g081320.2.1,0.125696793
9598,Solyc05g047460.2.1,0.12222804
11317,Solyc06g072580.2.1,0.033577037
16189,Solyc10g005800.2.1,0.069234624
17247,Solyc10g083500.1.1,0.265123994
20120,Solyc12g099650.1.1,0.233176479
8744,Solyc05g005080.2.1,0.146635591
14008,Solyc08g068230.2.1,0.495579497
14542,Solyc08g081140.2.1,0.107932146
11657,Solyc06g082580.2.1,0.068253432
1703,Solyc01g096490.2.1,0.101633761
8586,Solyc04g081200.2.1,0.16477735
11321,Solyc06g072660.2.1,0.270271026
8660,Solyc04g082140.2.1,0.169575017
11724,Solyc06g083460.2.1,0.031818789
13866,Solyc08g065980.2.1,0.038252084
2651,Solyc01g110480.2.1,0.021375204
373,Solyc01g007860.2.1,0.043584317
4853,Solyc02g093720.2.1,0.041186158
4392,Solyc02g087400.1.1,0.103757054
1177,Solyc01g081500.2.1,0.074123904
4964,Solyc03g005450.2.1,0.505328559
6296,Solyc03g113240.2.1,0.150814538
15021,Solyc09g010280.2.1,0.052026954
5209,Solyc03g025340.1.1,0.124355009
290,Solyc01g006700.2.1,0.045732736
2129,Solyc01g103080.2.1,0.050461481
2932,Solyc02g031840.2.1,0.136374072
15239,Solyc09g018730.2.1,0.018643667
19406,Solyc12g021280.1.1,0.222107111
2222,Solyc01g104270.2.1,0.090474343
18540,Solyc11g067160.1.1,0.29274715
9625,Solyc05g049980.2.1,0.066318567
17261,Solyc10g083720.1.1,0.044939546
4165,Solyc02g084410.2.1,0.886711943
20093,Solyc12g099260.1.1,0.048983406
6271,Solyc03g112910.2.1,0.034680879
6310,Solyc03g113450.2.1,0.145631763
7694,Solyc04g049140.2.1,0.132352949
12456,Solyc07g043320.2.1,0.04737329
15952,Solyc09g090940.2.1,0.03361253
6776,Solyc03g119460.2.1,0.095340004
12392,Solyc07g042180.2.1,0.028000126
5321,Solyc03g031950.1.1,0.072325411
6105,Solyc03g098600.2.1,0.080075886
2517,Solyc01g108660.2.1,0.083464961
9276,Solyc05g013740.2.1,0.090132998
9515,Solyc05g032660.2.1,0.249710108
4478,Solyc02g088610.2.1,0.023915371
1131,Solyc01g080880.2.1,0.02031107
2164,Solyc01g103530.2.1,0.086050151
11740,Solyc06g083660.2.1,0.047647458
7430,Solyc04g014460.2.1,0.026827118
4451,Solyc02g088220.2.1,0.056226436
13721,Solyc08g048500.2.1,0.028023129
11479,Solyc06g074780.1.1,0.034065982
2275,Solyc01g105020.2.1,0.160298745
13381,Solyc08g006640.2.1,0.100473777
18104,Solyc11g020810.1.1,0.09001474
19287,Solyc12g014380.1.1,0.035782968
8164,Solyc04g074730.1.1,0.072479983
5877,Solyc03g093690.2.1,0.183424799
3875,Solyc02g080390.2.1,0.04025168
1009,Solyc01g079350.2.1,0.07108507
14586,Solyc08g081760.1.1,0.08292988
295,Solyc01g006800.2.1,0.024659412
17091,Solyc10g080440.1.1,0.033166332
16356,Solyc10g008110.2.1,0.033607644
11642,Solyc06g082360.2.1,0.058091443
14076,Solyc08g074440.2.1,0.063203335
5079,Solyc03g007130.2.1,0.051188121
4882,Solyc02g094090.2.1,0.023719672
17049,Solyc10g079860.1.1,0.087469851
688,Solyc01g049890.2.1,0.054814698
17923,Solyc11g012320.1.1,0.282422182
14644,Solyc08g082530.2.1,0.139286725
10463,Solyc06g043150.2.1,0.047387871
15320,Solyc09g055260.2.1,0.071144925
6478,Solyc03g115650.2.1,0.11489292
3929,Solyc02g081190.2.1,0.25664944
13609,Solyc08g016510.2.1,0.035342016
1562,Solyc01g094700.2.1,0.042915467
9089,Solyc05g009990.2.1,0.072776258
17658,Solyc11g007580.1.1,0.048851251
8937,Solyc05g007810.2.1,0.030647908
7828,Solyc04g054310.2.1,0.180017618
2605,Solyc01g109870.2.1,0.040171587
13654,Solyc08g029090.2.1,0.099811462
1704,Solyc01g096500.2.1,0.028491511
12116,Solyc07g009140.2.1,0.059413982
82,Solyc00g024150.2.1,0.2232298
7015,Solyc03g123500.2.1,0.041008833
19384,Solyc12g019550.1.1,0.247703568
12775,Solyc07g054490.2.1,0.039618377
11784,Solyc06g084160.2.1,0.103603149
18977,Solyc12g006990.1.1,0.052470915
9944,Solyc05g054970.2.1,0.029829379
12906,Solyc07g056660.2.1,0.058150563
4101,Solyc02g083540.2.1,0.076196798
15140,Solyc09g013130.2.1,0.019697183
9032,Solyc05g009190.2.1,0.031105644
16203,Solyc10g005960.1.1,0.04205343
3786,Solyc02g079060.2.1,0.106446829
12287,Solyc07g032380.2.1,0.107205309
14622,Solyc08g082250.2.1,0.09215418
15814,Solyc09g082980.2.1,0.045410102
16507,Solyc10g017850.2.1,0.1630296
167,Solyc00g282510.1.1,0.158438598
5368,Solyc03g033560.2.1,0.052143658
7937,Solyc04g063350.2.1,0.223674687
1734,Solyc01g096870.2.1,0.180305889
17708,Solyc11g008280.1.1,0.026642044
17550,Solyc11g006060.1.1,0.224524083
309,Solyc01g006960.2.1,0.056054717
12063,Solyc07g008190.2.1,0.078940984
15688,Solyc09g075130.2.1,0.071835531
5265,Solyc03g026040.2.1,0.302363461
14616,Solyc08g082170.2.1,0.044095116
1554,Solyc01g094620.2.1,0.150095608
12448,Solyc07g043160.1.1,0.104627225
7209,Solyc04g007970.2.1,0.091507174
10909,Solyc06g064550.2.1,0.089839867
17084,Solyc10g080350.1.1,0.123784848
3588,Solyc02g072160.2.1,0.191269751
6133,Solyc03g111090.2.1,0.03531725
8138,Solyc04g074410.1.1,0.049783455
10703,Solyc06g054540.2.1,0.557117892
9679,Solyc05g050970.2.1,0.107160142
18026,Solyc11g017040.1.1,0.040977846
6955,Solyc03g121660.2.1,0.110682709
4005,Solyc02g082190.2.1,0.057169486
15027,Solyc09g010380.2.1,0.091936296
20139,Solyc12g099910.1.1,0.05385546
3104,Solyc02g063010.2.1,0.073625323
14166,Solyc08g075840.2.1,0.087136464
11960,Solyc07g006820.2.1,0.067358101
311,Solyc01g006980.2.1,0.080362601
9821,Solyc05g053240.2.1,0.054352076
16060,Solyc09g092520.2.1,0.348276336
4026,Solyc02g082460.2.1,0.034518818
12864,Solyc07g056050.1.1,0.044571401
12599,Solyc07g049480.2.1,0.061751685
7858,Solyc04g054980.2.1,0.09859583
15250,Solyc09g019970.2.1,0.034130875
10048,Solyc05g056320.2.1,0.083353869
18093,Solyc11g020610.1.1,0.204511256
18630,Solyc11g069400.1.1,0.045956526
6729,Solyc03g118840.2.1,0.060239078
14773,Solyc09g005980.2.1,0.053937852
10738,Solyc06g060140.2.1,0.0448586
8792,Solyc05g005800.2.1,0.022782416
11212,Solyc06g071120.2.1,0.04035956
19405,Solyc12g021230.1.1,0.081584891
20028,Solyc12g098150.1.1,0.129287117
2353,Solyc01g106210.2.1,0.076431024
12419,Solyc07g042700.2.1,0.028697483
15617,Solyc09g073000.2.1,0.051892542
2801,Solyc02g005210.2.1,0.234192721
17257,Solyc10g083650.1.1,0.210689558
16411,Solyc10g008950.2.1,0.062313497
6266,Solyc03g112850.2.1,0.102092086
7385,Solyc04g011400.2.1,0.038018461
16983,Solyc10g078950.1.1,0.02285415
12535,Solyc07g045540.2.1,0.107309733
6108,Solyc03g098630.2.1,0.140848132
13179,Solyc07g065530.1.1,0.201312062
9139,Solyc05g011920.2.1,0.042405367
1889,Solyc01g098980.2.1,0.050437054
11976,Solyc07g007060.1.1,0.075891323
16033,Solyc09g092110.2.1,0.302824403
7494,Solyc04g015450.2.1,0.303181867
5972,Solyc03g096730.2.1,0.04844542
16304,Solyc10g007390.2.1,0.036856108
5306,Solyc03g031760.2.1,0.071852907
11440,Solyc06g074210.2.1,0.081249103
19908,Solyc12g094490.1.1,0.111106141
10470,Solyc06g048470.2.1,0.04415631
12306,Solyc07g039190.2.1,0.390154949
7709,Solyc04g049490.2.1,0.024362152
237,Solyc01g005960.2.1,0.050284407
8387,Solyc04g078590.2.1,0.144309405
9646,Solyc05g050500.1.1,0.330776814
13182,Solyc07g065600.2.1,0.033956776
15319,Solyc09g055230.2.1,0.071778836
1432,Solyc01g091120.2.1,0.0510547
7036,Solyc03g123760.2.1,0.26030372
15753,Solyc09g076000.2.1,0.044645207
3741,Solyc02g078540.2.1,0.102471638
13034,Solyc07g063550.2.1,0.065707566
12805,Solyc07g055060.2.1,0.180280649
18794,Solyc11g072590.1.1,0.058317415
400,Solyc01g008180.2.1,0.063038561
8628,Solyc04g081730.2.1,0.06193097
4033,Solyc02g082540.2.1,0.070758659
8016,Solyc04g071650.2.1,0.033475952
7770,Solyc04g050930.2.1,0.150561865
15466,Solyc09g064450.2.1,0.01937983
15672,Solyc09g074950.2.1,0.033560534
4341,Solyc02g086740.1.1,0.242566254
14543,Solyc08g081150.2.1,0.056221468
14168,Solyc08g075860.2.1,0.061005937
3717,Solyc02g078230.1.1,0.159276805
4576,Solyc02g089970.2.1,0.06133164
11720,Solyc06g083420.1.1,0.066078175
9380,Solyc05g015920.2.1,0.083162767
15802,Solyc09g082760.2.1,0.719514417
9427,Solyc05g018490.2.1,0.028257084
7930,Solyc04g063240.2.1,0.1847367
11131,Solyc06g068910.2.1,0.273661239
5504,Solyc03g051810.2.1,0.24218775
2737,Solyc01g111650.2.1,0.073671558
3001,Solyc02g043860.2.1,0.038173786
9179,Solyc05g012380.2.1,0.094680804
11147,Solyc06g069170.2.1,0.345874069
12151,Solyc07g016200.2.1,0.078150418
8666,Solyc04g082260.2.1,0.035996209
16242,Solyc10g006480.1.1,0.109770301
3936,Solyc02g081290.2.1,0.082799267
9407,Solyc05g017980.2.1,0.036139091
5483,Solyc03g045090.2.1,0.041559795
11674,Solyc06g082840.2.1,0.022473307
14074,Solyc08g074410.2.1,0.025913583
12551,Solyc07g047790.2.1,0.067434825
11681,Solyc06g082910.2.1,0.336507604
16106,Solyc09g098240.2.1,0.040031791
6975,Solyc03g121920.2.1,0.105452059
14080,Solyc08g074500.2.1,0.037926187
1506,Solyc01g094000.2.1,0.083650963
9158,Solyc05g012130.2.1,0.08312542
13881,Solyc08g066180.2.1,0.082466779
17834,Solyc11g010920.1.1,0.028117027
6738,Solyc03g119010.2.1,0.037589161
16801,Solyc10g055650.1.1,0.031359581
4795,Solyc02g093060.2.1,0.069921685
19044,Solyc12g008840.1.1,0.598461719
6775,Solyc03g119450.2.1,0.128116293
8196,Solyc04g076100.2.1,0.024450153
12417,Solyc07g042680.2.1,0.088871839
3383,Solyc02g069160.2.1,0.033430804
4929,Solyc03g005010.2.1,0.09316508
4573,Solyc02g089940.2.1,0.229014765
17618,Solyc11g006960.1.1,0.04973069
11900,Solyc07g005990.2.1,0.016888209
8892,Solyc05g007180.2.1,0.111056714
20111,Solyc12g099510.1.1,0.053591293
10137,Solyc06g006080.2.1,0.054293874
8968,Solyc05g008200.2.1,0.029855554
9397,Solyc05g016440.2.1,0.044483157
11171,Solyc06g069480.2.1,0.034238672
256,Solyc01g006190.2.1,0.024400923
13305,Solyc08g005450.1.1,0.115899507
19037,Solyc12g008760.1.1,0.089090224
15171,Solyc09g014790.2.1,0.079613055
11613,Solyc06g076970.2.1,0.063393072
20067,Solyc12g098830.1.1,0.056042797
319,Solyc01g007100.2.1,0.064820485
1249,Solyc01g087560.2.1,0.073646814
13328,Solyc08g005910.2.1,0.07370601
14566,Solyc08g081410.2.1,0.038533741
10034,Solyc05g056160.2.1,0.058594858
10694,Solyc06g054420.2.1,0.046453927
14803,Solyc09g007280.2.1,0.093354672
4384,Solyc02g087300.1.1,0.03867587
13393,Solyc08g006790.2.1,0.098462112
15061,Solyc09g010830.2.1,0.057060698
6840,Solyc03g120280.1.1,0.024845407
4762,Solyc02g092640.2.1,0.047041669
3226,Solyc02g066950.2.1,0.03340707
19930,Solyc12g095780.1.1,0.084186615
6408,Solyc03g114730.2.1,0.051348261
2715,Solyc01g111400.2.1,0.117024933
14761,Solyc09g005760.2.1,0.029864585
985,Solyc01g074000.2.1,0.186420546
6366,Solyc03g114140.2.1,0.1367443
1176,Solyc01g081490.2.1,0.294986642
2745,Solyc01g111730.2.1,0.037288258
16944,Solyc10g078370.1.1,0.19130351
4544,Solyc02g089550.2.1,0.058056743
20083,Solyc12g099090.1.1,0.062229908
5659,Solyc03g078080.2.1,0.114555534
6705,Solyc03g118550.2.1,0.018535738
4130,Solyc02g083890.2.1,0.078727719
14207,Solyc08g076370.2.1,0.049240884
304,Solyc01g006900.2.1,0.098736742
7899,Solyc04g056580.2.1,0.39635943
10050,Solyc05g056340.2.1,0.053660195
6191,Solyc03g111810.2.1,0.159343713
15123,Solyc09g011840.1.1,0.099324309
6655,Solyc03g117970.2.1,0.109739937
9045,Solyc05g009370.2.1,0.326442436
19947,Solyc12g095950.1.1,0.086697112
392,Solyc01g008090.2.1,0.078172282
19963,Solyc12g096150.1.1,0.11154579
8594,Solyc04g081280.2.1,0.052255667
11399,Solyc06g073740.2.1,0.07279006
10999,Solyc06g065990.1.1,0.205647436
307,Solyc01g006940.2.1,0.138927402
6584,Solyc03g117120.2.1,0.041374338
11243,Solyc06g071490.1.1,0.114674065
19319,Solyc12g015860.1.1,0.107805368
8543,Solyc04g080630.2.1,0.267719486
17246,Solyc10g083490.1.1,0.050779935
20096,Solyc12g099290.1.1,0.108327723
13303,Solyc08g005430.2.1,0.097209389
13364,Solyc08g006420.2.1,0.05074652
1708,Solyc01g096540.2.1,0.028997184
3152,Solyc02g064670.1.1,0.094340766
11230,Solyc06g071330.2.1,0.046519591
15775,Solyc09g082370.2.1,0.056348772
19100,Solyc12g009560.1.1,0.086113471
6782,Solyc03g119540.2.1,0.880041025
15403,Solyc09g060080.2.1,0.057789079
735,Solyc01g057760.2.1,0.091287762
18061,Solyc11g018580.1.1,0.041050673
2183,Solyc01g103740.2.1,0.027477167
6845,Solyc03g120350.2.1,0.028544247
15757,Solyc09g076040.2.1,0.057240656
18980,Solyc12g007020.1.1,0.021540361
310,Solyc01g006970.2.1,0.065121207
1604,Solyc01g095200.2.1,0.026989545
2104,Solyc01g102760.2.1,0.051323008
1400,Solyc01g090690.2.1,0.023468101
18516,Solyc11g066900.1.1,0.031189691
14206,Solyc08g076360.2.1,0.114090654
15153,Solyc09g014380.2.1,0.101377531
15536,Solyc09g065590.2.1,0.12921644
16649,Solyc10g047320.1.1,0.033565289
20058,Solyc12g098640.1.1,0.032204632
12973,Solyc07g062730.1.1,0.04924915
11132,Solyc06g068920.2.1,0.049755241
7667,Solyc04g045480.2.1,0.076547332
8578,Solyc04g081070.2.1,0.033579209
10357,Solyc06g017970.2.1,0.091466025
2303,Solyc01g105410.2.1,0.133565853
6961,Solyc03g121730.2.1,0.032664675
7351,Solyc04g009960.2.1,0.431955511
12851,Solyc07g055860.2.1,0.029640045
14101,Solyc08g074790.2.1,0.094630778
6253,Solyc03g112670.2.1,0.267705538
15847,Solyc09g083390.1.1,0.227355919
5328,Solyc03g032040.2.1,0.10569266
3728,Solyc02g078380.2.1,0.155905372
12967,Solyc07g062660.2.1,0.040491537
19071,Solyc12g009200.1.1,0.956599982
11974,Solyc07g007040.2.1,0.057389257
14811,Solyc09g007360.2.1,0.046761329
6219,Solyc03g112270.2.1,0.100629078
7041,Solyc03g123840.2.1,0.056141505
12160,Solyc07g017490.2.1,0.026744361
12083,Solyc07g008540.2.1,0.344827624
16213,Solyc10g006090.2.1,0.047533491
16824,Solyc10g062340.1.1,0.049021102
5912,Solyc03g095250.2.1,0.022201136
994,Solyc01g079110.2.1,0.242936594
12087,Solyc07g008610.1.1,0.028312161
6120,Solyc03g110860.2.1,0.054813032
17097,Solyc10g080520.1.1,0.054738348
5258,Solyc03g025950.2.1,0.036190045
6093,Solyc03g098320.2.1,0.453679862
5626,Solyc03g065340.2.1,0.029011995
6870,Solyc03g120670.2.1,0.100388911
18811,Solyc11g072820.1.1,0.036440962
15774,Solyc09g082320.2.1,0.052946793
16760,Solyc10g054080.1.1,0.040683198
7260,Solyc04g008700.2.1,0.040658756
7689,Solyc04g049070.2.1,0.034184739
18573,Solyc11g068670.1.1,0.030057928
4270,Solyc02g085760.2.1,0.523327062
5512,Solyc03g052980.2.1,0.069412933
5983,Solyc03g096870.2.1,0.061375157
15771,Solyc09g082210.2.1,0.176193244
13716,Solyc08g048390.1.1,0.150268103
18623,Solyc11g069330.1.1,0.050538215
19005,Solyc12g008370.1.1,0.062771048
19993,Solyc12g096560.1.1,0.025630863
12434,Solyc07g042910.2.1,0.040779053
16988,Solyc10g079010.1.1,0.030509332
6026,Solyc03g097380.2.1,0.053432763
8824,Solyc05g006240.2.1,0.039207759
1896,Solyc01g099090.2.1,0.129820101
2193,Solyc01g103940.2.1,0.035585949
16143,Solyc10g005130.2.1,0.021389849
4187,Solyc02g084690.2.1,0.064183854
13888,Solyc08g066330.1.1,0.048355639
18509,Solyc11g066820.1.1,0.095316259
447,Solyc01g008850.2.1,0.162195562
2019,Solyc01g100610.2.1,0.045442477
9432,Solyc05g018590.2.1,0.0243522
19124,Solyc12g009930.1.1,0.096599292
11503,Solyc06g075160.2.1,0.028894133
4916,Solyc02g094540.2.1,0.027043503
2088,Solyc01g102540.2.1,0.05075194
2153,Solyc01g103410.2.1,0.023841958
3986,Solyc02g081960.2.1,0.081551708
15516,Solyc09g065270.2.1,0.471192604
16044,Solyc09g092270.2.1,0.055214889
8887,Solyc05g007130.2.1,0.052556667
3025,Solyc02g055440.2.1,0.249958342
10361,Solyc06g019170.2.1,0.100146263
10887,Solyc06g063240.2.1,0.038311745
8807,Solyc05g006020.2.1,0.186045777
6123,Solyc03g110910.2.1,0.097605357
9867,Solyc05g053940.2.1,0.041531982
6179,Solyc03g111670.2.1,0.103150474
7977,Solyc04g070980.2.1,0.053959627
17713,Solyc11g008340.1.1,0.035798491
19880,Solyc12g089040.1.1,0.047828356
5339,Solyc03g032160.2.1,0.054742582
5847,Solyc03g093260.2.1,0.059204417
9658,Solyc05g050630.2.1,0.115677596
11949,Solyc07g006650.2.1,0.267661169
12432,Solyc07g042890.2.1,0.050000393
1634,Solyc01g095580.2.1,0.04551272
16928,Solyc10g078150.1.1,0.03715784
17066,Solyc10g080080.1.1,0.260003804
4843,Solyc02g093590.2.1,0.087265196
14370,Solyc08g078640.1.1,0.0907538
1398,Solyc01g090670.2.1,0.0939076
17962,Solyc11g012860.1.1,0.041723988
10459,Solyc06g043030.2.1,0.051952238
11081,Solyc06g068220.2.1,0.313458833
13657,Solyc08g029130.2.1,0.066675723
11221,Solyc06g071230.2.1,0.130100683
1898,Solyc01g099110.2.1,0.087393758
2427,Solyc01g107380.2.1,0.058476995
5167,Solyc03g019760.2.1,0.034359705
16391,Solyc10g008630.2.1,0.088950556
12022,Solyc07g007670.2.1,0.027727238
4872,Solyc02g093930.2.1,0.225188118
20109,Solyc12g099470.1.1,0.021019809
4069,Solyc02g083130.2.1,0.028639373
1481,Solyc01g091730.2.1,0.173168683
2312,Solyc01g105540.2.1,0.130419633
4970,Solyc03g005600.2.1,0.04896643
6156,Solyc03g111380.2.1,0.033831933
15806,Solyc09g082800.2.1,0.044664149
8396,Solyc04g078680.2.1,0.024868091
15603,Solyc09g072770.1.1,0.132198921
17691,Solyc11g008010.1.1,0.165701634
16374,Solyc10g008400.1.1,0.233536812
2602,Solyc01g109830.2.1,0.092233092
7981,Solyc04g071040.2.1,0.058451788
3604,Solyc02g072500.2.1,0.089103831
5725,Solyc03g081260.2.1,0.06216017
14278,Solyc08g077310.2.1,0.048986989
